point_0,point_1,point_2,point_3,point_4,point_5,point_6,point_7,point_8,point_9,point_10,point_11,point_12,point_13,point_14,point_15,point_16,point_17,point_18,point_19,point_20
"[122.26515197753906, 236.84329223632812]","[160.5482940673828, 215.02102661132812]","[168.98828125, 184.4277801513672]","[169.29598999023438, 167.56298828125]","[155.69976806640625, 158.6765594482422]","[142.58680725097656, 137.54957580566406]","[152.27989196777344, 110.18192291259766]","[161.19410705566406, 88.60337829589844]","[168.71401977539062, 75.37371826171875]","[123.58914184570312, 148.80319213867188]","[137.0497589111328, 123.88099670410156]","[150.76556396484375, 114.52943420410156]","[159.9368896484375, 109.32291412353516]","[107.2657241821289, 162.91993713378906]","[129.49241638183594, 164.09756469726562]","[137.28665161132812, 188.1590118408203]","[133.14007568359375, 195.3162078857422]","[92.96514892578125, 175.2864227294922]","[113.60987854003906, 182.7576904296875]","[119.0844497680664, 202.2174072265625]","[112.86115264892578, 209.3173828125]"
"[123.90833282470703, 239.43734741210938]","[165.2084503173828, 217.57057189941406]","[174.56211853027344, 185.84898376464844]","[174.03089904785156, 166.34527587890625]","[160.2305145263672, 156.08799743652344]","[147.5521240234375, 134.32470703125]","[159.2342987060547, 104.6311264038086]","[170.1278076171875, 84.3123779296875]","[178.20721435546875, 72.36473083496094]","[126.7337875366211, 148.7142791748047]","[146.4053497314453, 131.9031982421875]","[158.3997344970703, 143.90127563476562]","[160.8927459716797, 152.0546112060547]","[109.5772705078125, 164.40008544921875]","[136.70797729492188, 167.84934997558594]","[144.41119384765625, 194.65028381347656]","[137.71751403808594, 201.65142822265625]","[93.8795394897461, 176.55670166015625]","[120.98160552978516, 183.28529357910156]","[127.88756561279297, 203.98516845703125]","[118.40056610107422, 210.71139526367188]"
"[122.96844482421875, 239.53738403320312]","[160.86988830566406, 217.10887145996094]","[170.27867126464844, 186.1493682861328]","[172.7588653564453, 168.3980712890625]","[164.04595947265625, 157.39053344726562]","[142.22850036621094, 133.9875946044922]","[152.4442901611328, 104.20716857910156]","[165.1256866455078, 84.07575225830078]","[175.6302490234375, 73.5938720703125]","[123.98023223876953, 150.71319580078125]","[144.34852600097656, 140.29893493652344]","[156.60519409179688, 161.71206665039062]","[157.3253173828125, 174.82415771484375]","[108.43367004394531, 167.9326171875]","[135.79689025878906, 167.97491455078125]","[142.21542358398438, 193.69154357910156]","[133.77203369140625, 202.42784118652344]","[93.30955505371094, 179.71929931640625]","[118.64631652832031, 185.04281616210938]","[123.93329620361328, 203.80929565429688]","[113.49968719482422, 210.31224060058594]"
"[123.20478057861328, 236.84703063964844]","[159.23269653320312, 217.90200805664062]","[171.70635986328125, 188.89080810546875]","[175.50714111328125, 168.89602661132812]","[169.82020568847656, 154.50494384765625]","[144.64706420898438, 138.05104064941406]","[159.85012817382812, 104.4334716796875]","[174.5281982421875, 83.56253814697266]","[186.69676208496094, 72.54963684082031]","[126.93547058105469, 150.08270263671875]","[154.25485229492188, 139.81546020507812]","[166.6845703125, 162.93405151367188]","[165.04151916503906, 175.89151000976562]","[111.35277557373047, 163.75833129882812]","[143.22808837890625, 164.65895080566406]","[148.1376190185547, 192.0286102294922]","[136.4403839111328, 200.5068359375]","[95.53388977050781, 171.2244110107422]","[127.88843536376953, 177.99346923828125]","[133.07958984375, 200.66336059570312]","[120.72972869873047, 208.22865295410156]"
"[124.0250473022461, 238.00015258789062]","[163.22006225585938, 216.05751037597656]","[173.59320068359375, 184.66395568847656]","[176.593505859375, 165.95098876953125]","[170.44882202148438, 155.9520721435547]","[145.57933044433594, 134.15426635742188]","[158.5636444091797, 101.7399673461914]","[173.127685546875, 82.54740905761719]","[185.0966033935547, 72.95272827148438]","[127.86692810058594, 147.66690063476562]","[152.48255920410156, 136.02493286132812]","[164.71682739257812, 157.34994506835938]","[163.43162536621094, 170.05374145507812]","[111.94712829589844, 162.33717346191406]","[142.3897705078125, 162.8802490234375]","[146.86277770996094, 189.8231658935547]","[134.85081481933594, 197.31651306152344]","[96.78416442871094, 171.56192016601562]","[128.25965881347656, 179.0596466064453]","[132.33445739746094, 200.9033203125]","[118.67475128173828, 206.95774841308594]"
"[124.77245330810547, 236.07122802734375]","[163.06784057617188, 211.9636688232422]","[172.73788452148438, 180.57223510742188]","[174.70603942871094, 162.95469665527344]","[166.73269653320312, 155.0370635986328]","[142.8167724609375, 131.71524047851562]","[155.62596130371094, 99.43704223632812]","[170.77359008789062, 81.02045440673828]","[181.6853485107422, 71.83171081542969]","[125.17499542236328, 147.11024475097656]","[152.23193359375, 138.00144958496094]","[164.0712890625, 160.51707458496094]","[160.89651489257812, 173.06053161621094]","[110.25901794433594, 162.41175842285156]","[141.56088256835938, 166.7454833984375]","[146.61727905273438, 192.33517456054688]","[133.7171630859375, 198.3948974609375]","[95.8533935546875, 172.6701202392578]","[126.56175231933594, 181.5823974609375]","[131.43421936035156, 203.1190185546875]","[117.08124542236328, 209.1080780029297]"
"[122.62266540527344, 237.55873107910156]","[162.35325622558594, 209.28175354003906]","[174.06027221679688, 177.37741088867188]","[178.4832763671875, 159.9450225830078]","[174.46279907226562, 152.8026123046875]","[143.05409240722656, 129.19357299804688]","[156.59619140625, 97.98277282714844]","[173.0142822265625, 80.95389556884766]","[184.09295654296875, 72.25114440917969]","[123.496826171875, 143.4506072998047]","[146.4789276123047, 130.9174346923828]","[161.47549438476562, 150.31625366210938]","[161.16566467285156, 161.22525024414062]","[106.9263687133789, 159.98880004882812]","[135.544677734375, 161.76431274414062]","[142.61929321289062, 186.75173950195312]","[130.380126953125, 191.12655639648438]","[91.80863189697266, 172.05067443847656]","[121.03837585449219, 179.11151123046875]","[126.45315551757812, 199.1820831298828]","[112.1845703125, 202.29100036621094]"
"[123.86197662353516, 238.64373779296875]","[164.13821411132812, 215.4849395751953]","[171.29905700683594, 184.47418212890625]","[170.88755798339844, 165.83761596679688]","[162.68051147460938, 155.13221740722656]","[144.8705291748047, 137.70193481445312]","[156.73501586914062, 105.93614959716797]","[169.39920043945312, 84.7260971069336]","[179.6223907470703, 73.13804626464844]","[125.38603210449219, 149.77960205078125]","[141.9199676513672, 132.0969696044922]","[156.3321990966797, 138.0023651123047]","[161.54635620117188, 144.80821228027344]","[108.10273742675781, 165.20433044433594]","[132.8599090576172, 165.6686553955078]","[141.00094604492188, 188.17958068847656]","[132.99725341796875, 196.25840759277344]","[91.95391845703125, 178.48915100097656]","[117.23200988769531, 183.6026611328125]","[124.70563507080078, 203.5135040283203]","[114.55459594726562, 211.65457153320312]"
"[125.35113525390625, 233.43536376953125]","[158.86912536621094, 214.3143768310547]","[170.1931610107422, 188.02090454101562]","[173.17611694335938, 169.22023010253906]","[167.00062561035156, 156.72947692871094]","[146.88609313964844, 137.822998046875]","[157.79306030273438, 104.91178894042969]","[166.2154998779297, 86.06070709228516]","[173.15208435058594, 77.58096313476562]","[128.74429321289062, 149.02481079101562]","[150.7801055908203, 142.5612030029297]","[158.17938232421875, 164.2564697265625]","[155.37030029296875, 174.99256896972656]","[113.66091918945312, 164.49484252929688]","[137.36965942382812, 165.4348602294922]","[140.75108337402344, 188.85928344726562]","[131.8356170654297, 195.9677276611328]","[99.02754211425781, 175.89747619628906]","[121.2658920288086, 182.76104736328125]","[125.45024108886719, 202.85052490234375]","[115.25153350830078, 210.8107147216797]"
"[127.06742095947266, 231.9350128173828]","[158.99520874023438, 214.23236083984375]","[172.6831512451172, 188.55934143066406]","[176.06304931640625, 170.6803741455078]","[168.2509765625, 157.34205627441406]","[149.94476318359375, 138.75559997558594]","[157.95433044433594, 107.42420196533203]","[165.23362731933594, 87.49372100830078]","[172.56851196289062, 77.23306274414062]","[131.27023315429688, 149.64205932617188]","[149.24551391601562, 144.03546142578125]","[157.36178588867188, 164.19012451171875]","[156.63453674316406, 176.01837158203125]","[115.46072387695312, 164.77687072753906]","[132.9073486328125, 166.09242248535156]","[136.9182891845703, 189.50791931152344]","[130.49411010742188, 199.54197692871094]","[100.03668212890625, 176.91773986816406]","[117.04135131835938, 183.24246215820312]","[121.62646484375, 202.53367614746094]","[113.99029541015625, 212.29783630371094]"
"[130.2366485595703, 239.88552856445312]","[170.36227416992188, 197.7657012939453]","[167.09402465820312, 164.78326416015625]","[157.30877685546875, 139.8715057373047]","[146.10281372070312, 123.51605224609375]","[148.38467407226562, 140.7610321044922]","[154.11611938476562, 107.39073944091797]","[160.2369842529297, 84.11988830566406]","[164.2470245361328, 68.48330688476562]","[129.60812377929688, 151.63458251953125]","[133.9019775390625, 123.71402740478516]","[141.64175415039062, 142.5980682373047]","[141.9899139404297, 154.22891235351562]","[110.67403411865234, 164.45533752441406]","[116.55615234375, 144.83319091796875]","[124.54393768310547, 169.76039123535156]","[123.17037963867188, 179.54673767089844]","[93.05811309814453, 173.61972045898438]","[103.04900360107422, 163.55511474609375]","[112.3176040649414, 184.0965118408203]","[113.24945831298828, 196.47938537597656]"
"[117.61334991455078, 232.6986541748047]","[154.9409637451172, 199.1864471435547]","[152.9872283935547, 167.3145294189453]","[138.38465881347656, 139.89697265625]","[123.51701354980469, 113.15902709960938]","[151.1719207763672, 137.28709411621094]","[149.74432373046875, 109.26551818847656]","[146.033935546875, 85.37079620361328]","[142.81558227539062, 71.68551635742188]","[129.09774780273438, 150.08128356933594]","[118.6109848022461, 127.75721740722656]","[120.15425872802734, 146.4303741455078]","[125.8005599975586, 159.56414794921875]","[106.80997467041016, 162.36627197265625]","[100.41471099853516, 147.4409942626953]","[105.36978912353516, 169.7232666015625]","[111.34136199951172, 181.54075622558594]","[85.78812408447266, 169.67422485351562]","[85.23074340820312, 167.02264404296875]","[91.14633178710938, 187.83680725097656]","[95.50247192382812, 202.20140075683594]"
"[120.3629379272461, 237.94432067871094]","[153.9316864013672, 208.9556884765625]","[153.99671936035156, 178.85606384277344]","[145.17376708984375, 148.2841339111328]","[137.03106689453125, 119.70580291748047]","[160.7944793701172, 146.7035675048828]","[162.50221252441406, 119.72051239013672]","[161.1707000732422, 101.05195617675781]","[161.51577758789062, 85.6358642578125]","[136.7499237060547, 155.48843383789062]","[127.8572998046875, 133.5105743408203]","[123.32998657226562, 155.94744873046875]","[125.39139556884766, 167.9690704345703]","[117.31366729736328, 162.87869262695312]","[115.16815948486328, 149.52069091796875]","[113.34999084472656, 170.4247283935547]","[113.04193878173828, 176.36245727539062]","[98.37162780761719, 164.32797241210938]","[99.9256591796875, 158.0975341796875]","[99.91432189941406, 174.29293823242188]","[96.88365173339844, 182.55262756347656]"
"[121.66867065429688, 237.63729858398438]","[162.55059814453125, 204.70774841308594]","[158.5006561279297, 172.99530029296875]","[148.50531005859375, 144.21356201171875]","[137.44276428222656, 119.37833404541016]","[154.41244506835938, 137.96197509765625]","[155.11032104492188, 109.8309555053711]","[151.83836364746094, 86.76974487304688]","[148.63316345214844, 71.77128601074219]","[132.43812561035156, 150.7139434814453]","[124.39956665039062, 133.02801513671875]","[125.93193817138672, 151.9842071533203]","[129.8986358642578, 163.6147003173828]","[111.95611572265625, 163.47549438476562]","[109.82889556884766, 152.04530334472656]","[112.54495239257812, 169.82366943359375]","[114.12687683105469, 177.47511291503906]","[92.40009307861328, 171.02923583984375]","[97.19225311279297, 168.51341247558594]","[100.64556884765625, 182.37083435058594]","[99.62950897216797, 190.97315979003906]"
"[121.71884155273438, 234.58004760742188]","[147.69705200195312, 201.18942260742188]","[144.46395874023438, 170.26937866210938]","[133.3212127685547, 144.7264404296875]","[121.45317840576172, 124.6689224243164]","[160.49990844726562, 123.1318588256836]","[156.3282928466797, 97.0667724609375]","[149.57281494140625, 84.15971374511719]","[145.14337158203125, 77.60716247558594]","[137.24710083007812, 137.87930297851562]","[121.13533020019531, 118.29641723632812]","[121.56083679199219, 141.79287719726562]","[128.77903747558594, 153.357421875]","[117.08916473388672, 152.03955078125]","[103.76229858398438, 140.24046325683594]","[106.5494155883789, 163.69363403320312]","[112.3067626953125, 170.19358825683594]","[96.26904296875, 162.3717041015625]","[95.90709686279297, 157.112548828125]","[100.75590515136719, 173.98568725585938]","[102.02393341064453, 179.76576232910156]"
"[117.54354095458984, 236.26365661621094]","[137.51504516601562, 206.650146484375]","[137.64578247070312, 176.4528350830078]","[135.40359497070312, 154.5922088623047]","[129.22813415527344, 143.40234375]","[150.5027618408203, 128.7823944091797]","[147.8106689453125, 103.80746459960938]","[141.86900329589844, 86.92996215820312]","[136.5521240234375, 74.09117126464844]","[135.97857666015625, 144.70924377441406]","[123.12545776367188, 125.51860046386719]","[119.7887954711914, 138.84536743164062]","[120.92279052734375, 149.42852783203125]","[122.84644317626953, 159.6770782470703]","[111.81950378417969, 147.6815948486328]","[112.09117889404297, 164.37396240234375]","[113.30713653564453, 172.88949584960938]","[107.51805114746094, 171.84365844726562]","[107.19146728515625, 162.24314880371094]","[108.66362762451172, 173.8350067138672]","[106.44094848632812, 182.6338653564453]"
"[127.96617889404297, 237.22962951660156]","[161.13058471679688, 214.34019470214844]","[158.9496307373047, 182.01063537597656]","[152.97865295410156, 151.145751953125]","[145.9629669189453, 134.7804718017578]","[160.77761840820312, 152.1053009033203]","[156.97430419921875, 120.09776306152344]","[149.60992431640625, 97.1146469116211]","[143.73826599121094, 79.0582275390625]","[143.6517791748047, 159.93649291992188]","[129.27149963378906, 137.4893035888672]","[122.26350402832031, 149.93780517578125]","[121.79468536376953, 159.96548461914062]","[127.83651733398438, 167.3953094482422]","[123.81936645507812, 151.9673309326172]","[125.09265899658203, 166.43043518066406]","[127.71385192871094, 176.2564239501953]","[110.08555603027344, 170.82989501953125]","[118.14753723144531, 156.27947998046875]","[122.14800262451172, 162.29664611816406]","[120.93846893310547, 169.19338989257812]"
"[125.71669006347656, 227.0833740234375]","[161.1255340576172, 199.2431640625]","[165.84031677246094, 167.19200134277344]","[162.67996215820312, 135.9437713623047]","[162.08473205566406, 115.96672821044922]","[167.03323364257812, 130.0138397216797]","[171.81903076171875, 96.7890853881836]","[170.54322814941406, 78.4625015258789]","[165.63693237304688, 69.29684448242188]","[144.97027587890625, 136.4860382080078]","[141.7151641845703, 110.28583526611328]","[142.14688110351562, 129.1781768798828]","[144.8981475830078, 145.2188720703125]","[128.00747680664062, 142.99365234375]","[131.28431701660156, 125.12714385986328]","[133.49488830566406, 144.146728515625]","[135.87818908691406, 156.9167938232422]","[109.52465057373047, 146.55662536621094]","[119.10663604736328, 135.2245330810547]","[123.41812133789062, 149.9110107421875]","[120.33158111572266, 161.9965057373047]"
"[124.09548950195312, 227.61131286621094]","[166.33644104003906, 196.98110961914062]","[174.46954345703125, 160.29623413085938]","[172.85287475585938, 126.02239227294922]","[170.37454223632812, 100.81388092041016]","[167.23687744140625, 120.44932556152344]","[175.8570098876953, 87.7779312133789]","[176.71932983398438, 70.8185043334961]","[171.79637145996094, 64.9764404296875]","[139.9920654296875, 128.90455627441406]","[148.82901000976562, 108.09266662597656]","[150.00270080566406, 130.94744873046875]","[146.42945861816406, 145.77162170410156]","[119.52738952636719, 138.5874481201172]","[132.1262969970703, 125.7554702758789]","[132.8715057373047, 147.9359588623047]","[128.0845184326172, 159.90501403808594]","[99.75856018066406, 145.8284912109375]","[115.00104522705078, 140.4433135986328]","[118.79782104492188, 160.95896911621094]","[110.28981018066406, 172.60250854492188]"
"[127.73939514160156, 230.57647705078125]","[162.35220336914062, 200.78054809570312]","[170.23971557617188, 167.593994140625]","[167.86500549316406, 136.22390747070312]","[165.98202514648438, 111.67780303955078]","[172.75453186035156, 123.83844757080078]","[179.34486389160156, 91.51899719238281]","[177.05958557128906, 74.5027084350586]","[171.4669647216797, 68.37190246582031]","[146.73214721679688, 132.05780029296875]","[143.8789520263672, 105.92141723632812]","[140.34713745117188, 128.91082763671875]","[141.37295532226562, 146.90426635742188]","[126.00437927246094, 140.6799774169922]","[127.8420639038086, 123.9660873413086]","[126.82951354980469, 146.79727172851562]","[126.72408294677734, 161.36734008789062]","[105.23654174804688, 146.8666534423828]","[113.42093658447266, 138.44952392578125]","[117.45207214355469, 157.9500732421875]","[115.97969818115234, 171.8323211669922]"
"[121.4562759399414, 230.56886291503906]","[165.40476989746094, 199.825439453125]","[175.35731506347656, 166.24549865722656]","[174.09866333007812, 132.72862243652344]","[172.1866455078125, 106.75764465332031]","[161.75132751464844, 126.30254364013672]","[171.35557556152344, 95.92866516113281]","[175.5723876953125, 78.39696502685547]","[174.8614959716797, 72.40138244628906]","[136.93702697753906, 133.01885986328125]","[143.70501708984375, 111.85586547851562]","[146.265380859375, 132.88148498535156]","[147.74038696289062, 153.020263671875]","[118.65706634521484, 139.7156219482422]","[133.0516815185547, 127.49496459960938]","[134.1111297607422, 148.5243682861328]","[131.29147338867188, 164.203857421875]","[101.6576919555664, 144.01882934570312]","[117.54388427734375, 138.14866638183594]","[121.83002471923828, 156.0820770263672]","[116.458740234375, 170.44593811035156]"
"[122.4918441772461, 234.54795837402344]","[166.0141143798828, 206.83216857910156]","[172.31268310546875, 174.68121337890625]","[169.07608032226562, 141.4892578125]","[165.10885620117188, 118.20008850097656]","[166.3289794921875, 138.0212860107422]","[172.51719665527344, 101.5834732055664]","[171.094482421875, 79.31265258789062]","[166.06898498535156, 67.75889587402344]","[141.02084350585938, 144.3065643310547]","[140.34512329101562, 114.6378173828125]","[140.77894592285156, 131.6061553955078]","[141.94931030273438, 147.76710510253906]","[120.57050323486328, 149.2490997314453]","[127.76824188232422, 130.58746337890625]","[129.0206298828125, 149.9844207763672]","[128.06748962402344, 164.55831909179688]","[100.27592468261719, 150.89755249023438]","[111.99553680419922, 140.7041015625]","[117.73889923095703, 157.49021911621094]","[113.58929443359375, 172.31776428222656]"
"[122.33448028564453, 233.28515625]","[161.13888549804688, 207.9480743408203]","[166.0360870361328, 174.5798797607422]","[160.84552001953125, 144.34835815429688]","[158.93507385253906, 118.48135375976562]","[169.8981475830078, 133.70440673828125]","[178.31272888183594, 99.51860809326172]","[176.7656707763672, 79.25287628173828]","[171.09039306640625, 69.41424560546875]","[142.19668579101562, 141.25778198242188]","[137.7990264892578, 118.71333312988281]","[131.0917510986328, 142.85031127929688]","[128.00082397460938, 159.15316772460938]","[119.63746643066406, 148.13331604003906]","[121.15077209472656, 135.00527954101562]","[119.40939331054688, 159.91464233398438]","[118.28494262695312, 172.47512817382812]","[96.86214447021484, 151.75442504882812]","[103.65288543701172, 148.69003295898438]","[106.87633514404297, 168.53173828125]","[102.20987701416016, 181.21551513671875]"
"[117.1517105102539, 234.13558959960938]","[154.9310760498047, 199.08059692382812]","[164.35203552246094, 167.68333435058594]","[161.4759521484375, 136.48960876464844]","[153.14707946777344, 110.76737976074219]","[163.7601318359375, 135.1620635986328]","[175.4579620361328, 99.03516387939453]","[179.52989196777344, 80.99512481689453]","[178.66929626464844, 74.52471923828125]","[135.2584686279297, 138.3511962890625]","[136.82513427734375, 110.50797271728516]","[137.6006317138672, 129.13702392578125]","[138.30323791503906, 148.57164001464844]","[111.41508483886719, 144.31170654296875]","[116.02592468261719, 123.31407928466797]","[115.99652862548828, 143.99806213378906]","[115.19165802001953, 161.02621459960938]","[89.83211517333984, 149.73960876464844]","[101.5728988647461, 140.38955688476562]","[106.95512390136719, 160.59437561035156]","[103.1820297241211, 177.69204711914062]"
