point_0,point_1,point_2,point_3,point_4,point_5,point_6,point_7,point_8,point_9,point_10,point_11,point_12,point_13,point_14,point_15,point_16,point_17,point_18,point_19,point_20
"[125.24764251708984, 233.62432861328125]","[156.62440490722656, 205.18490600585938]","[168.60418701171875, 176.37881469726562]","[162.06417846679688, 150.40904235839844]","[140.662109375, 146.81085205078125]","[153.77825927734375, 143.66909790039062]","[157.1432647705078, 116.0740966796875]","[157.39637756347656, 142.46095275878906]","[155.70799255371094, 161.16610717773438]","[129.75621032714844, 143.18385314941406]","[135.46676635742188, 118.54214477539062]","[139.39675903320312, 153.54449462890625]","[137.9181365966797, 175.6015167236328]","[108.72042083740234, 145.1279296875]","[114.39389038085938, 125.83673858642578]","[124.63921356201172, 164.37692260742188]","[129.7832794189453, 190.39236450195312]","[86.21259307861328, 147.92909240722656]","[76.74490356445312, 111.56210327148438]","[80.34418487548828, 97.81629943847656]","[89.42095184326172, 84.44306945800781]"
"[123.2589111328125, 238.60125732421875]","[158.55223083496094, 208.93402099609375]","[174.96649169921875, 181.29672241210938]","[172.92559814453125, 158.60914611816406]","[149.6013946533203, 154.71237182617188]","[154.2347869873047, 140.6790008544922]","[161.22264099121094, 118.43342590332031]","[158.88955688476562, 148.79034423828125]","[154.8683624267578, 166.42694091796875]","[127.5823745727539, 140.89402770996094]","[138.9779510498047, 121.30712890625]","[141.86068725585938, 161.8753662109375]","[137.97975158691406, 183.14942932128906]","[105.68196868896484, 144.6497344970703]","[115.77310180664062, 131.32058715820312]","[123.78548431396484, 174.4875946044922]","[127.07415008544922, 200.08628845214844]","[83.52960205078125, 149.6651611328125]","[73.4243392944336, 110.8926010131836]","[75.07374572753906, 98.82918548583984]","[83.36424255371094, 85.5163345336914]"
"[137.01780700683594, 235.21058654785156]","[162.4961395263672, 202.02667236328125]","[175.3915252685547, 171.25172424316406]","[171.31561279296875, 145.67474365234375]","[148.67343139648438, 138.82447814941406]","[159.8819122314453, 131.79989624023438]","[169.68307495117188, 106.5570068359375]","[168.68368530273438, 129.40194702148438]","[163.43365478515625, 145.51071166992188]","[136.62725830078125, 128.67263793945312]","[146.13624572753906, 106.02787017822266]","[148.06787109375, 141.86927795410156]","[143.08154296875, 164.6761016845703]","[115.06842803955078, 132.86361694335938]","[123.22785949707031, 113.83171844482422]","[131.4894256591797, 151.14254760742188]","[135.90850830078125, 175.5822296142578]","[90.86717987060547, 137.11228942871094]","[76.87298583984375, 101.27975463867188]","[76.95706939697266, 85.62794494628906]","[85.17745208740234, 70.32610321044922]"
"[135.6344757080078, 235.4566650390625]","[163.7423095703125, 205.59567260742188]","[179.44776916503906, 174.21646118164062]","[172.48692321777344, 147.8460235595703]","[145.789794921875, 145.13946533203125]","[160.9468994140625, 138.00003051757812]","[167.70164489746094, 111.29539489746094]","[167.59034729003906, 134.9845428466797]","[164.3058319091797, 150.62649536132812]","[138.08042907714844, 135.39822387695312]","[148.2283477783203, 110.89193725585938]","[149.22244262695312, 144.76284790039062]","[143.9874267578125, 165.1875762939453]","[118.40271759033203, 137.86485290527344]","[126.5510482788086, 118.67826843261719]","[134.10296630859375, 153.633056640625]","[137.90951538085938, 176.94166564941406]","[95.20023345947266, 139.04151916503906]","[84.17378234863281, 105.03424835205078]","[85.63141632080078, 87.1397705078125]","[93.2917709350586, 69.15879821777344]"
"[133.9159698486328, 237.01416015625]","[163.75131225585938, 208.0786895751953]","[179.3123016357422, 176.44265747070312]","[171.98001098632812, 151.18226623535156]","[147.0709228515625, 145.6063690185547]","[157.59710693359375, 139.91119384765625]","[166.43310546875, 113.21485900878906]","[166.21282958984375, 135.66500854492188]","[162.44680786132812, 151.5228271484375]","[135.32260131835938, 139.76068115234375]","[146.66114807128906, 114.25103759765625]","[147.90829467773438, 146.28097534179688]","[143.47962951660156, 166.9749298095703]","[116.07026672363281, 142.07440185546875]","[126.83068084716797, 123.31768035888672]","[133.00506591796875, 157.3933868408203]","[135.56214904785156, 179.67897033691406]","[94.90888214111328, 142.78675842285156]","[85.16572570800781, 109.99579620361328]","[86.53763580322266, 91.43256378173828]","[91.8796615600586, 71.56754302978516]"
"[122.56147766113281, 238.6125946044922]","[157.15882873535156, 213.2645263671875]","[175.18759155273438, 180.20693969726562]","[172.3501434326172, 154.88096618652344]","[146.8289794921875, 151.58364868164062]","[148.541015625, 137.44920349121094]","[156.72157287597656, 109.88475036621094]","[156.24465942382812, 146.2218780517578]","[154.08604431152344, 169.4783477783203]","[122.40043640136719, 137.3287353515625]","[131.9892120361328, 114.30746459960938]","[137.49716186523438, 156.08526611328125]","[136.57431030273438, 179.21368408203125]","[99.4490737915039, 141.73658752441406]","[109.59752655029297, 124.85481262207031]","[120.48770904541016, 166.7382354736328]","[126.31034088134766, 190.99436950683594]","[76.22969055175781, 146.29849243164062]","[66.97152709960938, 108.46319580078125]","[68.48433685302734, 94.12457275390625]","[76.96855163574219, 77.33666229248047]"
"[119.51441192626953, 238.8601837158203]","[156.1973419189453, 216.7388916015625]","[174.1019287109375, 189.72735595703125]","[175.5426025390625, 169.21826171875]","[154.75509643554688, 163.7069854736328]","[152.19296264648438, 150.8505859375]","[164.22605895996094, 125.07386779785156]","[160.67393493652344, 155.61705017089844]","[153.22625732421875, 170.96926879882812]","[123.71504974365234, 149.4777069091797]","[136.76876831054688, 125.71285247802734]","[139.9732666015625, 161.92123413085938]","[136.2071533203125, 182.7560577392578]","[102.74380493164062, 151.39154052734375]","[119.51715850830078, 132.74880981445312]","[126.4786148071289, 172.35154724121094]","[127.72395324707031, 197.28543090820312]","[82.18982696533203, 152.1343231201172]","[80.30577087402344, 109.1413803100586]","[83.72905731201172, 95.5489501953125]","[92.62213897705078, 84.73828125]"
"[121.78044128417969, 233.8245391845703]","[156.5011749267578, 211.96630859375]","[171.27432250976562, 188.6162872314453]","[164.17477416992188, 165.1974639892578]","[139.1400146484375, 158.8563690185547]","[151.08596801757812, 150.4243927001953]","[155.09158325195312, 122.17993927001953]","[151.45623779296875, 147.62620544433594]","[146.3999481201172, 160.3604736328125]","[124.77083587646484, 150.51622009277344]","[134.6256866455078, 123.7298583984375]","[135.04446411132812, 158.64089965820312]","[133.82508850097656, 175.72161865234375]","[101.76551055908203, 153.45448303222656]","[111.2896728515625, 130.7320556640625]","[115.3617172241211, 164.3179473876953]","[118.53059387207031, 183.7306365966797]","[80.8062515258789, 159.05642700195312]","[74.6946029663086, 117.22412872314453]","[75.78353118896484, 101.82909393310547]","[85.58961486816406, 85.75418853759766]"
"[120.35076904296875, 232.4490203857422]","[153.28562927246094, 212.07945251464844]","[167.55850219726562, 190.01246643066406]","[164.5553741455078, 168.75216674804688]","[140.22816467285156, 161.2447967529297]","[150.11473083496094, 148.97817993164062]","[154.09075927734375, 119.88468933105469]","[150.6626434326172, 145.46929931640625]","[144.4897003173828, 160.8047332763672]","[124.255615234375, 147.1859588623047]","[132.22036743164062, 121.5643310546875]","[133.17562866210938, 154.56947326660156]","[129.51010131835938, 173.14942932128906]","[100.29939270019531, 150.64637756347656]","[108.8607406616211, 129.8612823486328]","[114.13924407958984, 165.81044006347656]","[115.41560363769531, 190.1183319091797]","[76.96878814697266, 155.5408172607422]","[70.02445220947266, 113.01715850830078]","[69.74615478515625, 97.06587982177734]","[74.92143249511719, 81.59232330322266]"
"[118.94792175292969, 237.80442810058594]","[154.6369171142578, 210.06732177734375]","[170.1897430419922, 187.25123596191406]","[166.3255615234375, 165.8380889892578]","[143.93414306640625, 157.73150634765625]","[150.5255889892578, 151.58876037597656]","[154.08375549316406, 120.72650909423828]","[150.7309112548828, 144.27284240722656]","[144.97654724121094, 159.5393829345703]","[121.90499114990234, 150.46881103515625]","[131.78770446777344, 118.88667297363281]","[132.6349334716797, 151.43914794921875]","[130.13958740234375, 171.61485290527344]","[96.8729476928711, 153.1757049560547]","[105.83927154541016, 126.682373046875]","[110.38079833984375, 161.32220458984375]","[112.72270202636719, 185.35585021972656]","[72.952392578125, 157.50547790527344]","[66.03919982910156, 113.1033935546875]","[67.1802978515625, 98.14904022216797]","[76.18119812011719, 83.74392700195312]"
"[123.39230346679688, 238.9711456298828]","[159.2347412109375, 215.90603637695312]","[175.77586364746094, 192.85719299316406]","[172.1454620361328, 169.90538024902344]","[148.32899475097656, 162.09225463867188]","[156.39666748046875, 152.65773010253906]","[162.99237060546875, 130.37652587890625]","[159.1588592529297, 158.24209594726562]","[153.6637725830078, 166.59823608398438]","[126.8753433227539, 152.4721221923828]","[139.3768310546875, 133.18153381347656]","[139.15269470214844, 168.4740753173828]","[136.08718872070312, 186.09385681152344]","[102.8575439453125, 155.76705932617188]","[112.46131896972656, 135.5446319580078]","[113.7679443359375, 168.87889099121094]","[115.89797973632812, 189.1238555908203]","[81.16285705566406, 160.71946716308594]","[74.93467712402344, 116.11396789550781]","[76.17249298095703, 99.4772720336914]","[87.21429443359375, 86.17436981201172]"
"[121.20697784423828, 234.8144073486328]","[153.58102416992188, 210.0342254638672]","[169.80938720703125, 187.8552703857422]","[163.68040466308594, 165.794677734375]","[140.82020568847656, 163.7452850341797]","[148.84962463378906, 148.37425231933594]","[152.81053161621094, 120.795166015625]","[150.9298095703125, 146.4491424560547]","[146.9075469970703, 161.5177459716797]","[123.21366882324219, 149.40269470214844]","[132.8186798095703, 120.69828796386719]","[134.20765686035156, 154.23944091796875]","[133.2437744140625, 173.05787658691406]","[100.48197937011719, 152.81256103515625]","[108.37686920166016, 132.25442504882812]","[115.07703399658203, 167.35585021972656]","[118.74947357177734, 188.97103881835938]","[78.42155456542969, 158.47830200195312]","[70.37433624267578, 117.48805236816406]","[71.37799835205078, 99.82353210449219]","[79.65242767333984, 81.97254943847656]"
"[123.41730499267578, 234.29763793945312]","[155.19735717773438, 207.6826171875]","[169.252685546875, 181.77755737304688]","[162.87203979492188, 159.93675231933594]","[142.76536560058594, 158.4993896484375]","[149.40576171875, 148.54409790039062]","[152.6216278076172, 118.47770690917969]","[150.6993408203125, 145.0247344970703]","[147.3352813720703, 159.86557006835938]","[124.40509033203125, 149.10362243652344]","[131.28428649902344, 121.25584411621094]","[132.35284423828125, 153.5820770263672]","[130.60824584960938, 170.25428771972656]","[101.37353515625, 153.29287719726562]","[107.4625015258789, 132.10337829589844]","[113.61672973632812, 164.72618103027344]","[116.71924591064453, 183.67738342285156]","[77.94556427001953, 159.90383911132812]","[70.97246551513672, 119.12246704101562]","[72.71502685546875, 100.81192779541016]","[81.22222900390625, 83.66389465332031]"
"[123.70658874511719, 235.71124267578125]","[156.29998779296875, 211.27151489257812]","[171.12368774414062, 185.39166259765625]","[163.50277709960938, 160.85560607910156]","[141.08206176757812, 158.13430786132812]","[148.2544403076172, 150.11465454101562]","[151.79971313476562, 122.06375885009766]","[150.8734893798828, 145.62411499023438]","[147.55836486816406, 158.7538299560547]","[122.94647979736328, 150.42982482910156]","[130.8542938232422, 124.81072998046875]","[133.09181213378906, 154.37428283691406]","[130.4480743408203, 171.1907196044922]","[100.26319885253906, 154.443115234375]","[105.82022857666016, 134.86647033691406]","[111.95257568359375, 164.38763427734375]","[114.4357681274414, 182.9110107421875]","[77.57027435302734, 161.0883331298828]","[70.9010009765625, 121.92096710205078]","[71.01527404785156, 101.66146087646484]","[77.36772918701172, 82.8210678100586]"
"[122.92877197265625, 234.31655883789062]","[153.67869567871094, 206.73712158203125]","[166.36468505859375, 179.74508666992188]","[161.08627319335938, 156.13026428222656]","[141.99485778808594, 153.16795349121094]","[147.51219177246094, 152.04324340820312]","[150.51150512695312, 122.88626098632812]","[148.3722381591797, 144.6361083984375]","[145.05325317382812, 157.05575561523438]","[124.34217071533203, 152.9215545654297]","[132.02658081054688, 124.82984924316406]","[133.71945190429688, 154.18646240234375]","[130.22555541992188, 170.77359008789062]","[103.01886749267578, 156.28724670410156]","[107.87030792236328, 134.2503662109375]","[112.62742614746094, 164.62942504882812]","[114.21855926513672, 184.3770751953125]","[80.9339370727539, 160.9932098388672]","[72.44580078125, 120.48767852783203]","[72.24036407470703, 101.78398132324219]","[78.71943664550781, 83.67215728759766]"
"[120.774658203125, 233.10073852539062]","[150.865478515625, 204.85549926757812]","[162.42767333984375, 177.36557006835938]","[158.20008850097656, 153.52102661132812]","[139.77049255371094, 149.51113891601562]","[146.62509155273438, 148.0391387939453]","[148.94509887695312, 115.5589828491211]","[149.31222534179688, 133.7018280029297]","[148.9067840576172, 146.7252655029297]","[123.802001953125, 149.5836944580078]","[129.11257934570312, 117.26422882080078]","[131.5550994873047, 148.3113555908203]","[129.6150665283203, 166.4723663330078]","[102.6107177734375, 153.09742736816406]","[104.48307800292969, 128.7599334716797]","[112.56108856201172, 162.00889587402344]","[117.048583984375, 184.36207580566406]","[80.57665252685547, 157.19775390625]","[70.3514404296875, 116.5926284790039]","[70.42060089111328, 98.77182006835938]","[77.59314727783203, 80.58305358886719]"
"[120.95172119140625, 237.53504943847656]","[150.58908081054688, 212.97015380859375]","[164.37564086914062, 184.58099365234375]","[161.69900512695312, 160.27122497558594]","[139.32896423339844, 156.94900512695312]","[147.0321502685547, 150.11195373535156]","[148.58641052246094, 116.67216491699219]","[149.06942749023438, 139.18304443359375]","[147.86387634277344, 156.3858184814453]","[120.48341369628906, 150.35110473632812]","[127.4238510131836, 119.896728515625]","[131.04464721679688, 151.9777069091797]","[128.30117797851562, 170.1281280517578]","[96.71742248535156, 154.5037384033203]","[101.47224426269531, 128.8615264892578]","[108.83614349365234, 161.10191345214844]","[112.31279754638672, 181.85585021972656]","[73.08917999267578, 159.02716064453125]","[62.6043586730957, 117.14360809326172]","[61.14419937133789, 100.64949798583984]","[67.1480712890625, 83.81657409667969]"
"[125.79167938232422, 232.87071228027344]","[154.263671875, 201.93783569335938]","[165.4192352294922, 172.70042419433594]","[157.34280395507812, 149.64662170410156]","[135.0908966064453, 146.72833251953125]","[149.36146545410156, 144.3668670654297]","[149.6544189453125, 114.1654281616211]","[148.82003784179688, 137.01869201660156]","[148.76133728027344, 151.34095764160156]","[127.34915161132812, 147.1865234375]","[129.83001708984375, 118.14043426513672]","[131.56846618652344, 150.14111328125]","[130.87257385253906, 167.201171875]","[106.3091812133789, 151.65101623535156]","[106.09786224365234, 128.49746704101562]","[112.51536560058594, 161.5162811279297]","[117.07157135009766, 181.37057495117188]","[84.30543518066406, 158.47073364257812]","[72.38719940185547, 118.7868423461914]","[71.86530303955078, 101.0989990234375]","[79.10843658447266, 82.33477020263672]"
"[109.6540756225586, 231.4815673828125]","[146.71707153320312, 208.43763732910156]","[161.76849365234375, 185.49310302734375]","[159.68939208984375, 163.31600952148438]","[138.4714813232422, 157.36317443847656]","[137.81527709960938, 147.59031677246094]","[145.3733673095703, 116.81521606445312]","[146.00381469726562, 140.02857971191406]","[143.0830078125, 153.6924591064453]","[112.59029388427734, 147.77333068847656]","[124.703857421875, 120.50448608398438]","[125.60318756103516, 152.70779418945312]","[120.813720703125, 170.2821502685547]","[89.18788146972656, 151.4185028076172]","[97.8826904296875, 130.19383239746094]","[102.03772735595703, 161.73712158203125]","[103.16471099853516, 180.76959228515625]","[66.75493621826172, 153.49307250976562]","[60.737030029296875, 112.38813781738281]","[59.632869720458984, 95.79295349121094]","[65.71221160888672, 78.86994934082031]"
"[118.99385070800781, 234.84942626953125]","[153.28968811035156, 209.77713012695312]","[167.585693359375, 184.21096801757812]","[162.30455017089844, 162.1905059814453]","[138.10992431640625, 158.80731201171875]","[143.79531860351562, 148.62716674804688]","[146.452880859375, 118.09917449951172]","[147.1868133544922, 137.89906311035156]","[146.2816925048828, 148.277587890625]","[117.99472045898438, 150.16371154785156]","[127.8512954711914, 122.03365325927734]","[131.251953125, 153.2573699951172]","[128.5619354248047, 167.58338928222656]","[93.5418472290039, 154.89366149902344]","[99.90492248535156, 129.1849365234375]","[106.45612335205078, 158.78565979003906]","[108.8702163696289, 176.00665283203125]","[69.74810791015625, 158.74449157714844]","[61.014225006103516, 114.4961166381836]","[59.97097396850586, 98.79570770263672]","[66.09235382080078, 82.83006286621094]"
"[116.60511016845703, 235.09307861328125]","[153.79776000976562, 206.2202606201172]","[165.5752410888672, 178.8824462890625]","[157.2296905517578, 155.21800231933594]","[132.00025939941406, 151.11965942382812]","[143.26266479492188, 148.74574279785156]","[144.58865356445312, 115.59867858886719]","[145.71371459960938, 135.04345703125]","[146.07945251464844, 147.3004608154297]","[117.80193328857422, 149.38442993164062]","[125.93388366699219, 119.42848205566406]","[129.7643280029297, 152.46768188476562]","[127.68543243408203, 169.73959350585938]","[93.84310150146484, 153.58091735839844]","[97.81952667236328, 126.40116882324219]","[104.3829574584961, 157.78146362304688]","[107.23239135742188, 177.83139038085938]","[71.0529556274414, 157.7777557373047]","[61.6568603515625, 113.86673736572266]","[60.7910270690918, 97.41460418701172]","[67.55508422851562, 81.32594299316406]"
"[112.93009185791016, 232.99949645996094]","[151.92478942871094, 208.64105224609375]","[167.44863891601562, 183.60244750976562]","[158.85848999023438, 162.61920166015625]","[132.9347381591797, 161.4954833984375]","[141.7460479736328, 144.9690399169922]","[144.0377655029297, 117.79719543457031]","[148.29135131835938, 139.33316040039062]","[149.80662536621094, 154.6754913330078]","[114.54095458984375, 147.8131103515625]","[121.72286224365234, 119.57933044433594]","[126.92073822021484, 151.08424377441406]","[124.52009582519531, 170.10963439941406]","[90.06422424316406, 153.4849090576172]","[93.86190032958984, 130.9561767578125]","[101.85249328613281, 161.52059936523438]","[104.18577575683594, 182.4661865234375]","[65.50944519042969, 157.29779052734375]","[55.22129440307617, 119.70125579833984]","[54.95508575439453, 102.98287200927734]","[60.42708969116211, 86.0050277709961]"
"[115.76555633544922, 236.33383178710938]","[153.0172882080078, 212.93760681152344]","[166.48406982421875, 185.5755157470703]","[158.4133758544922, 162.17935180664062]","[133.58956909179688, 157.81777954101562]","[143.27139282226562, 149.03720092773438]","[143.2508544921875, 118.02042388916016]","[145.56253051757812, 138.82186889648438]","[147.65768432617188, 153.1087188720703]","[116.99028778076172, 149.50741577148438]","[122.7618179321289, 118.49906158447266]","[127.31636810302734, 148.9068145751953]","[127.1196060180664, 167.01097106933594]","[93.18492126464844, 155.0039825439453]","[94.936279296875, 128.0850372314453]","[102.80377197265625, 158.15411376953125]","[107.52501678466797, 178.68099975585938]","[69.52662658691406, 160.37448120117188]","[58.5154914855957, 120.44805908203125]","[57.446205139160156, 105.61587524414062]","[64.04730224609375, 90.74800872802734]"
"[119.39055633544922, 236.44024658203125]","[154.07102966308594, 214.8485107421875]","[168.94635009765625, 187.9993133544922]","[162.98365783691406, 163.27166748046875]","[139.49403381347656, 159.0703887939453]","[147.3112335205078, 149.5037841796875]","[148.7224884033203, 120.17952728271484]","[149.63560485839844, 142.36859130859375]","[148.80323791503906, 156.88792419433594]","[119.83367156982422, 149.2265625]","[127.54939270019531, 118.0759506225586]","[130.95458984375, 148.68954467773438]","[128.12171936035156, 166.0215606689453]","[95.41643524169922, 154.05667114257812]","[99.33905029296875, 128.5548553466797]","[106.26146697998047, 159.4191131591797]","[108.77716064453125, 179.0260009765625]","[70.54541015625, 159.45326232910156]","[59.036964416503906, 119.27862548828125]","[57.435367584228516, 102.79243469238281]","[62.845054626464844, 85.67843627929688]"
