point_0,point_1,point_2,point_3,point_4,point_5,point_6,point_7,point_8,point_9,point_10,point_11,point_12,point_13,point_14,point_15,point_16,point_17,point_18,point_19,point_20
"[151.0648651123047, 176.9309539794922]","[141.63259887695312, 175.6750946044922]","[133.6143798828125, 178.25169372558594]","[105.93143463134766, 176.00619506835938]","[80.90152740478516, 184.40293884277344]","[153.96376037597656, 135.25975036621094]","[107.54048919677734, 156.889404296875]","[83.83415222167969, 192.82852172851562]","[72.46638488769531, 203.7388153076172]","[149.77796936035156, 126.85923767089844]","[99.34223937988281, 149.3101806640625]","[82.00511932373047, 185.89431762695312]","[76.4018325805664, 199.24185180664062]","[146.42039489746094, 129.946044921875]","[100.86043548583984, 150.60365295410156]","[91.15056610107422, 184.6713409423828]","[94.7089614868164, 200.48155212402344]","[146.2680206298828, 138.38951110839844]","[122.54721069335938, 146.58267211914062]","[118.79816436767578, 167.03399658203125]","[121.42786407470703, 179.84170532226562]"
"[140.11233520507812, 182.04185485839844]","[150.00621032714844, 181.99057006835938]","[152.289306640625, 188.05104064941406]","[127.23210906982422, 189.56430053710938]","[101.0436019897461, 193.52191162109375]","[153.9468994140625, 139.06149291992188]","[110.83136749267578, 153.9011993408203]","[86.43183898925781, 186.54342651367188]","[76.51044464111328, 196.4511260986328]","[139.04005432128906, 126.65859985351562]","[90.44534301757812, 144.62232971191406]","[73.05554962158203, 180.5033721923828]","[70.90907287597656, 198.20570373535156]","[127.9094009399414, 127.62187957763672]","[83.23589324951172, 146.76300048828125]","[74.7952651977539, 181.04551696777344]","[83.44371795654297, 200.1146697998047]","[122.27338409423828, 135.0301513671875]","[97.09152221679688, 144.3284454345703]","[95.83467864990234, 167.58721923828125]","[103.61624145507812, 184.68490600585938]"
"[140.60537719726562, 193.26516723632812]","[115.2939682006836, 173.058349609375]","[103.99256896972656, 162.6196746826172]","[83.13994598388672, 152.6436767578125]","[63.53331756591797, 147.23031616210938]","[129.85076904296875, 122.87530517578125]","[86.4768295288086, 135.46034240722656]","[65.16131591796875, 159.85504150390625]","[56.12233352661133, 168.07066345214844]","[142.78298950195312, 130.79898071289062]","[86.504150390625, 148.34197998046875]","[68.09527587890625, 179.39907836914062]","[65.46427917480469, 197.53269958496094]","[154.21435546875, 148.5716094970703]","[106.40082550048828, 165.14077758789062]","[87.92605590820312, 193.2456512451172]","[86.06033325195312, 210.3544158935547]","[167.14077758789062, 169.4633026123047]","[144.4602813720703, 179.35633850097656]","[133.0608673095703, 197.9630126953125]","[130.17408752441406, 209.48431396484375]"
"[139.4168701171875, 197.88333129882812]","[115.66023254394531, 189.3156280517578]","[97.9418716430664, 184.08950805664062]","[78.249267578125, 178.55043029785156]","[65.76896667480469, 182.99609375]","[128.58143615722656, 144.67807006835938]","[88.90312957763672, 148.56307983398438]","[71.70480346679688, 171.25462341308594]","[64.61532592773438, 180.05459594726562]","[135.8549346923828, 140.97186279296875]","[86.56712341308594, 146.49436950683594]","[67.34186553955078, 173.490966796875]","[60.59593200683594, 186.7694091796875]","[142.54408264160156, 147.19757080078125]","[94.9801254272461, 152.78045654296875]","[78.28536987304688, 179.39547729492188]","[76.46826171875, 197.26206970214844]","[149.09840393066406, 158.97393798828125]","[120.70024108886719, 161.6681671142578]","[108.69818115234375, 179.11465454101562]","[106.631103515625, 193.3516845703125]"
"[132.78109741210938, 172.4589080810547]","[158.07627868652344, 183.36122131347656]","[159.1671905517578, 189.7584228515625]","[137.78594970703125, 193.17706298828125]","[120.80138397216797, 194.25137329101562]","[149.70167541503906, 137.55447387695312]","[121.42139434814453, 155.6997833251953]","[98.85431671142578, 181.3574981689453]","[86.18115997314453, 187.67874145507812]","[128.5555419921875, 125.57239532470703]","[88.1545639038086, 145.28350830078125]","[74.31663513183594, 177.11972045898438]","[72.04927062988281, 193.7722930908203]","[110.56439971923828, 125.08100891113281]","[76.07781982421875, 145.47860717773438]","[68.03453063964844, 176.68203735351562]","[72.24870300292969, 197.31906127929688]","[101.0042495727539, 129.9613037109375]","[73.6043930053711, 141.1378631591797]","[67.76860809326172, 161.28024291992188]","[71.21170043945312, 177.17520141601562]"
"[132.6417694091797, 177.1904296875]","[150.4542694091797, 189.841552734375]","[148.46600341796875, 196.20248413085938]","[130.09963989257812, 195.87644958496094]","[113.57259368896484, 198.4769287109375]","[150.76841735839844, 141.2413787841797]","[127.8589859008789, 143.04022216796875]","[106.3188705444336, 167.49171447753906]","[93.30952453613281, 177.1262664794922]","[129.90814208984375, 126.19282531738281]","[92.87342834472656, 132.11122131347656]","[73.89884185791016, 164.52479553222656]","[66.8084716796875, 183.2875213623047]","[112.96475982666016, 123.48069763183594]","[75.737060546875, 131.28819274902344]","[60.25117111206055, 165.2197265625]","[59.42182540893555, 189.94589233398438]","[103.98233795166016, 128.20567321777344]","[74.73391723632812, 134.4998779296875]","[67.16262817382812, 159.12478637695312]","[70.41824340820312, 178.28428649902344]"
"[139.75193786621094, 204.6316375732422]","[120.0838394165039, 186.40872192382812]","[100.7821273803711, 174.856201171875]","[72.39552307128906, 169.99061584472656]","[54.139469146728516, 168.5765838623047]","[128.6005401611328, 135.7227325439453]","[95.62732696533203, 130.72801208496094]","[73.20796966552734, 154.81903076171875]","[62.05873107910156, 169.4017791748047]","[141.60552978515625, 137.73655700683594]","[92.61085510253906, 140.41590881347656]","[72.89348602294922, 167.68191528320312]","[66.85042572021484, 188.37060546875]","[153.06861877441406, 150.70916748046875]","[109.56820678710938, 154.34063720703125]","[87.41793823242188, 180.93820190429688]","[80.39408111572266, 205.83999633789062]","[164.54608154296875, 167.59934997558594]","[139.74041748046875, 172.530029296875]","[123.2402572631836, 186.95790100097656]","[116.29857635498047, 200.19955444335938]"
"[137.89840698242188, 197.48577880859375]","[113.53862762451172, 185.94076538085938]","[94.06375122070312, 176.49815368652344]","[69.23280334472656, 175.01327514648438]","[53.872581481933594, 182.23851013183594]","[126.47747039794922, 135.91424560546875]","[93.21852111816406, 136.56736755371094]","[73.467529296875, 163.6248321533203]","[64.83611297607422, 176.68612670898438]","[139.45166015625, 137.27711486816406]","[93.49889373779297, 148.9831085205078]","[71.82971954345703, 179.60791015625]","[64.1517562866211, 195.83078002929688]","[150.97259521484375, 150.2888641357422]","[111.12850952148438, 158.64598083496094]","[90.40935516357422, 188.50196838378906]","[84.0978775024414, 210.09779357910156]","[162.57667541503906, 168.67471313476562]","[142.27386474609375, 176.33033752441406]","[125.66033935546875, 192.5657958984375]","[118.78028869628906, 203.07192993164062]"
"[127.21206665039062, 211.70921325683594]","[126.56221771240234, 214.53460693359375]","[114.63998413085938, 214.1370849609375]","[90.38651275634766, 211.63031005859375]","[67.866455078125, 214.1702423095703]","[139.69557189941406, 138.4713897705078]","[97.67501068115234, 140.6848602294922]","[81.22817993164062, 167.24122619628906]","[82.8597183227539, 182.08543395996094]","[125.41770935058594, 123.87370300292969]","[82.08717346191406, 136.87660217285156]","[69.62348937988281, 165.10072326660156]","[70.63597869873047, 178.8303680419922]","[112.99811553955078, 120.80509185791016]","[74.46110534667969, 130.0885467529297]","[61.99462890625, 155.2598114013672]","[65.64368438720703, 173.13348388671875]","[100.62145233154297, 123.66704559326172]","[75.03424835205078, 117.86021423339844]","[66.07770538330078, 130.25469970703125]","[70.09820556640625, 138.51307678222656]"
"[141.156982421875, 221.41964721679688]","[126.5185317993164, 206.10569763183594]","[106.92863464355469, 194.20542907714844]","[83.79757690429688, 186.3597869873047]","[61.88242721557617, 191.48304748535156]","[143.91307067871094, 122.67466735839844]","[85.89093780517578, 122.95962524414062]","[68.7711410522461, 156.659912109375]","[71.98724365234375, 177.16673278808594]","[137.91949462890625, 117.69239044189453]","[69.9719467163086, 122.3184814453125]","[58.01860427856445, 151.27928161621094]","[64.65071868896484, 169.01351928710938]","[128.49652099609375, 122.86571502685547]","[68.19023132324219, 126.52819061279297]","[59.010135650634766, 153.75534057617188]","[67.68079376220703, 173.26904296875]","[115.56262969970703, 133.5817413330078]","[76.40973663330078, 131.18875122070312]","[67.59503173828125, 141.0139923095703]","[69.78065490722656, 147.53521728515625]"
"[142.01046752929688, 216.62423706054688]","[130.91604614257812, 211.5460662841797]","[106.69579315185547, 196.42295837402344]","[78.72001647949219, 185.38572692871094]","[62.16680908203125, 179.15945434570312]","[143.80955505371094, 127.80623626708984]","[84.16805267333984, 127.89835357666016]","[68.94202423095703, 155.6422119140625]","[75.32413482666016, 172.7663116455078]","[141.76754760742188, 113.18557739257812]","[73.43573760986328, 109.53421783447266]","[60.326026916503906, 144.3815460205078]","[73.20875549316406, 164.7823944091797]","[135.14671325683594, 106.04845428466797]","[74.21887969970703, 99.01296997070312]","[63.172157287597656, 125.52360534667969]","[72.30447387695312, 143.88917541503906]","[123.57723999023438, 105.65997314453125]","[79.4541244506836, 99.33769989013672]","[66.9494857788086, 111.7541732788086]","[69.70638275146484, 121.17494201660156]"
"[140.6083526611328, 231.41856384277344]","[121.02071380615234, 203.3211212158203]","[105.08285522460938, 178.20242309570312]","[90.87730407714844, 160.92575073242188]","[78.56866455078125, 145.10069274902344]","[145.2159881591797, 123.75995635986328]","[92.06095886230469, 118.02787780761719]","[81.72613525390625, 130.65086364746094]","[87.13450622558594, 135.3036651611328]","[141.37022399902344, 126.02975463867188]","[78.4580307006836, 114.24176788330078]","[65.96517944335938, 133.6351776123047]","[72.82353973388672, 140.8103790283203]","[133.5706329345703, 134.95101928710938]","[72.64228820800781, 127.16265106201172]","[60.5877799987793, 149.2441864013672]","[66.27303314208984, 159.09609985351562]","[120.68829345703125, 148.22445678710938]","[67.65463256835938, 140.5222930908203]","[56.50209426879883, 155.017822265625]","[59.26137924194336, 163.40843200683594]"
"[142.08509826660156, 219.25682067871094]","[124.81726837158203, 208.4050750732422]","[98.72674560546875, 183.96556091308594]","[76.76528930664062, 161.6727752685547]","[60.24473190307617, 144.24278259277344]","[147.81378173828125, 126.35284423828125]","[88.24883270263672, 114.65131378173828]","[68.65580749511719, 134.49160766601562]","[64.6174545288086, 148.13812255859375]","[144.64840698242188, 116.63977813720703]","[81.1396484375, 93.25846862792969]","[64.6341552734375, 114.23707580566406]","[67.88883209228516, 132.63673400878906]","[134.80650329589844, 116.04891204833984]","[74.77578735351562, 98.02001190185547]","[61.16181945800781, 119.25689697265625]","[63.75586700439453, 134.36338806152344]","[120.4474105834961, 120.35688781738281]","[71.50991821289062, 106.58456420898438]","[58.67802047729492, 119.26036071777344]","[59.157814025878906, 131.25364685058594]"
"[144.70303344726562, 230.61294555664062]","[105.97463989257812, 214.7677459716797]","[81.53189849853516, 188.8343505859375]","[64.60981750488281, 161.29502868652344]","[52.59328842163086, 141.98666381835938]","[145.1227569580078, 143.9495391845703]","[66.27172088623047, 133.28594970703125]","[55.44721221923828, 150.24563598632812]","[66.6242904663086, 160.18023681640625]","[152.21815490722656, 130.89906311035156]","[74.28299713134766, 104.03899383544922]","[66.56623077392578, 127.74639129638672]","[78.87946319580078, 142.81008911132812]","[151.91983032226562, 124.97258758544922]","[83.02324676513672, 100.71760559082031]","[79.19925689697266, 128.10850524902344]","[90.08184814453125, 143.07481384277344]","[143.4376220703125, 123.4744644165039]","[90.82559967041016, 100.47388458251953]","[82.28286743164062, 120.14551544189453]","[88.01994323730469, 135.53712463378906]"
"[142.69650268554688, 227.2364501953125]","[106.94689178466797, 202.68861389160156]","[80.79528045654297, 172.2867431640625]","[64.82601928710938, 145.26296997070312]","[51.9065055847168, 127.72488403320312]","[147.59751892089844, 133.39642333984375]","[89.39559936523438, 116.04510498046875]","[65.7568588256836, 127.35162353515625]","[61.935359954833984, 136.9066162109375]","[150.1544952392578, 125.37430572509766]","[88.24276733398438, 91.65787506103516]","[65.37081909179688, 104.84003448486328]","[62.738548278808594, 118.28369903564453]","[145.3943328857422, 125.88352966308594]","[90.08480834960938, 95.90898895263672]","[70.63664245605469, 111.8412094116211]","[70.03839111328125, 124.90320587158203]","[133.1721954345703, 129.70237731933594]","[87.3487777709961, 109.70501708984375]","[71.4158706665039, 122.9636001586914]","[70.41072082519531, 135.69012451171875]"
"[146.2035369873047, 228.91864013671875]","[105.54106140136719, 216.44061279296875]","[79.56356811523438, 189.48828125]","[60.76507568359375, 162.5426025390625]","[48.03264617919922, 146.68218994140625]","[143.9960174560547, 141.79461669921875]","[66.80538940429688, 129.7533416748047]","[48.902530670166016, 143.66473388671875]","[52.84056854248047, 151.16600036621094]","[151.8426055908203, 128.10064697265625]","[76.6592025756836, 100.66082763671875]","[60.902828216552734, 119.38350677490234]","[66.63545227050781, 134.84019470214844]","[152.4479217529297, 123.75039672851562]","[90.4666748046875, 98.74627685546875]","[78.7694091796875, 117.37090301513672]","[82.62225341796875, 130.64361572265625]","[144.9614715576172, 122.69170379638672]","[97.8035888671875, 100.80987548828125]","[84.95149993896484, 114.7072525024414]","[86.43125915527344, 128.11680603027344]"
"[143.15248107910156, 230.20298767089844]","[108.45822143554688, 203.05392456054688]","[84.96044921875, 171.53619384765625]","[65.30803680419922, 141.95156860351562]","[52.83243179321289, 120.06783294677734]","[150.72898864746094, 122.96998596191406]","[73.97379302978516, 106.08963775634766]","[56.40072250366211, 123.52672576904297]","[64.86376953125, 133.70989990234375]","[149.30377197265625, 121.38969421386719]","[71.71736907958984, 89.44181823730469]","[57.520816802978516, 111.16071319580078]","[65.49940490722656, 127.12010955810547]","[140.7467041015625, 127.91063690185547]","[75.44425201416016, 100.52590942382812]","[68.56378936767578, 126.81158447265625]","[78.17012786865234, 143.1129608154297]","[124.66731262207031, 135.85812377929688]","[71.05445861816406, 118.3642578125]","[63.60890579223633, 137.23843383789062]","[72.20999908447266, 149.80331420898438]"
"[148.4326934814453, 231.1428985595703]","[107.73786163330078, 217.4306182861328]","[82.45768737792969, 187.19981384277344]","[64.97327423095703, 159.0158233642578]","[51.514034271240234, 138.1127471923828]","[145.5269317626953, 129.93544006347656]","[74.20458221435547, 114.72470092773438]","[54.68891906738281, 132.44117736816406]","[55.486568450927734, 139.0634002685547]","[156.1930389404297, 124.8166275024414]","[83.20439147949219, 97.53515625]","[66.25028228759766, 120.06641387939453]","[69.91575622558594, 135.1595458984375]","[156.89004516601562, 128.717529296875]","[95.52281951904297, 104.21080780029297]","[83.50918579101562, 127.80491638183594]","[87.79285430908203, 142.38201904296875]","[149.78387451171875, 135.91673278808594]","[100.0805892944336, 117.43103790283203]","[86.92925262451172, 133.6763153076172]","[89.30238342285156, 147.08975219726562]"
"[135.32278442382812, 231.0155029296875]","[97.36015319824219, 216.39111328125]","[75.92625427246094, 192.8344268798828]","[58.55172348022461, 164.5610809326172]","[47.23831558227539, 140.2200164794922]","[130.51707458496094, 144.75885009765625]","[59.881839752197266, 124.38031768798828]","[49.46216583251953, 138.6854705810547]","[64.41986846923828, 152.05093383789062]","[139.1967315673828, 129.54002380371094]","[72.77940368652344, 97.09220123291016]","[60.7912712097168, 114.06901550292969]","[67.55197143554688, 130.488037109375]","[141.43917846679688, 121.70531463623047]","[91.22589874267578, 95.10299682617188]","[81.63956451416016, 110.75040435791016]","[88.0125961303711, 121.14207458496094]","[135.7877655029297, 120.65930938720703]","[98.26367950439453, 97.02217864990234]","[85.95561981201172, 110.78048706054688]","[87.72650146484375, 122.11293029785156]"
"[142.6922149658203, 216.8506622314453]","[111.91455078125, 211.3150177001953]","[82.14495849609375, 193.19200134277344]","[61.27473449707031, 175.4427490234375]","[51.07490921020508, 164.7624053955078]","[133.06333923339844, 140.33013916015625]","[65.4477310180664, 133.31105041503906]","[54.69462966918945, 147.87034606933594]","[63.07276916503906, 158.50828552246094]","[142.8780975341797, 122.2694320678711]","[69.48540496826172, 99.56892395019531]","[59.72163772583008, 123.06104278564453]","[72.10751342773438, 141.43653869628906]","[145.6364288330078, 110.98617553710938]","[86.12470245361328, 89.06275939941406]","[77.24752044677734, 104.00031280517578]","[85.4612045288086, 114.31298828125]","[140.76368713378906, 107.10200500488281]","[99.70967102050781, 86.90287017822266]","[83.4429702758789, 93.53189849853516]","[81.2093276977539, 102.74453735351562]"
"[138.98243713378906, 223.68798828125]","[122.1285171508789, 197.9548797607422]","[108.48086547851562, 173.2303009033203]","[91.86769104003906, 162.0744171142578]","[79.05037689208984, 148.3717041015625]","[147.5424346923828, 107.32605743408203]","[104.34510040283203, 93.35070037841797]","[93.31265258789062, 99.76461029052734]","[94.89891052246094, 101.84352111816406]","[137.0785675048828, 110.87036895751953]","[76.83109283447266, 99.46818542480469]","[61.113739013671875, 118.01810455322266]","[64.05072784423828, 132.64549255371094]","[120.12786865234375, 122.05120086669922]","[72.85829162597656, 113.17689514160156]","[58.96305465698242, 130.61671447753906]","[59.82196807861328, 142.2561798095703]","[101.25724029541016, 138.82386779785156]","[60.6757698059082, 135.84286499023438]","[49.41355514526367, 149.86221313476562]","[49.298316955566406, 159.6878662109375]"
"[137.68959045410156, 220.2600860595703]","[123.24993896484375, 191.24853515625]","[117.38368225097656, 177.73875427246094]","[97.83540344238281, 171.5521697998047]","[73.7408218383789, 171.22691345214844]","[140.71498107910156, 119.65667724609375]","[114.17945861816406, 102.1633071899414]","[100.02117919921875, 99.56607055664062]","[97.15564727783203, 99.44917297363281]","[134.54441833496094, 123.9599609375]","[94.35846710205078, 118.2024154663086]","[72.67688751220703, 133.95883178710938]","[68.6139907836914, 151.31439208984375]","[125.58686065673828, 137.8575897216797]","[83.80538177490234, 134.7313232421875]","[60.67656707763672, 153.1531524658203]","[57.22837448120117, 170.02194213867188]","[115.10533142089844, 158.56080627441406]","[72.5054702758789, 161.907470703125]","[55.67683029174805, 175.6827850341797]","[53.29755401611328, 184.82781982421875]"
"[142.63665771484375, 219.6394805908203]","[127.18833923339844, 208.91038513183594]","[107.78350067138672, 198.4277801513672]","[91.37559509277344, 182.48104858398438]","[80.43712615966797, 172.86866760253906]","[140.3262176513672, 138.20416259765625]","[81.00312042236328, 134.97506713867188]","[68.49067687988281, 156.10829162597656]","[76.2230224609375, 167.37046813964844]","[139.263916015625, 120.277587890625]","[78.32218933105469, 113.21441650390625]","[64.08683013916016, 139.85501098632812]","[70.38117980957031, 150.34170532226562]","[131.500732421875, 111.99763488769531]","[76.24983978271484, 106.15644836425781]","[62.43199920654297, 130.43011474609375]","[70.09304809570312, 140.28794860839844]","[121.48951721191406, 109.0007553100586]","[77.85865020751953, 98.38272094726562]","[63.23857498168945, 116.13385772705078]","[65.45848846435547, 127.5964126586914]"
"[143.39134216308594, 224.02688598632812]","[108.02057647705078, 222.52938842773438]","[84.74087524414062, 201.358154296875]","[65.80448150634766, 169.0885772705078]","[54.10209274291992, 143.67135620117188]","[145.14878845214844, 155.12123107910156]","[76.13219451904297, 127.82341766357422]","[53.38478088378906, 140.11654663085938]","[57.23897171020508, 149.30899047851562]","[153.8382568359375, 128.62631225585938]","[85.55838012695312, 93.90931701660156]","[65.13014221191406, 114.68608093261719]","[68.72348022460938, 132.69912719726562]","[151.73387145996094, 111.1987075805664]","[94.47149658203125, 82.58134460449219]","[80.63824462890625, 107.66217041015625]","[85.82661437988281, 124.84380340576172]","[144.02479553222656, 100.35848999023438]","[99.22425842285156, 79.4067611694336]","[82.82581329345703, 97.7771987915039]","[84.79432678222656, 112.93122100830078]"
