point_0,point_1,point_2,point_3,point_4,point_5,point_6,point_7,point_8,point_9,point_10,point_11,point_12,point_13,point_14,point_15,point_16,point_17,point_18,point_19,point_20
"[136.49708557128906, 219.41131591796875]","[166.69459533691406, 208.9693145751953]","[165.86898803710938, 176.45762634277344]","[140.968505859375, 155.8393096923828]","[115.59210968017578, 143.37762451171875]","[142.12420654296875, 119.25178527832031]","[118.4150619506836, 85.96595764160156]","[107.03404998779297, 64.45881652832031]","[95.65226745605469, 41.222537994384766]","[119.26471710205078, 127.7641372680664]","[98.38668823242188, 90.42203521728516]","[80.27963256835938, 65.81443786621094]","[58.89055252075195, 42.074771881103516]","[99.42560577392578, 143.5825958251953]","[94.9618911743164, 137.08377075195312]","[124.00499725341797, 169.9708251953125]","[140.21237182617188, 186.31504821777344]","[84.83841705322266, 161.90760803222656]","[84.22046661376953, 159.29429626464844]","[103.70258331298828, 175.87416076660156]","[119.98062133789062, 185.55833435058594]"
"[133.08909606933594, 217.49758911132812]","[166.07427978515625, 201.5173797607422]","[166.7879180908203, 169.5260009765625]","[140.19651794433594, 150.57798767089844]","[112.95165252685547, 140.20440673828125]","[140.878173828125, 112.3780746459961]","[122.43988800048828, 79.97640228271484]","[111.11862182617188, 57.53433609008789]","[100.54108428955078, 35.807472229003906]","[116.63011932373047, 122.56224060058594]","[96.8067855834961, 86.06159210205078]","[82.02833557128906, 60.04882049560547]","[66.13433074951172, 37.16488265991211]","[95.14159393310547, 139.01951599121094]","[92.33482360839844, 132.6240692138672]","[120.1727523803711, 164.4112548828125]","[135.6028289794922, 182.11758422851562]","[78.6928939819336, 157.51515197753906]","[81.6616439819336, 155.72035217285156]","[100.9747314453125, 170.31593322753906]","[117.45453643798828, 180.48480224609375]"
"[132.5508270263672, 211.2443084716797]","[142.09910583496094, 217.09912109375]","[137.58834838867188, 193.7876739501953]","[112.97191619873047, 175.03245544433594]","[87.82999420166016, 159.65817260742188]","[141.94371032714844, 128.69552612304688]","[111.66571807861328, 93.52886962890625]","[92.6612777709961, 72.40284729003906]","[76.96812438964844, 48.27350616455078]","[121.86227416992188, 125.49739837646484]","[98.76744842529297, 84.24008178710938]","[74.49525451660156, 57.592185974121094]","[49.79164505004883, 31.47296905517578]","[104.21342468261719, 131.68690490722656]","[86.80596923828125, 129.77369689941406]","[113.2212142944336, 169.83349609375]","[131.93260192871094, 189.0475616455078]","[91.512939453125, 142.11131286621094]","[75.71701049804688, 147.97305297851562]","[91.25304412841797, 174.49925231933594]","[109.7105712890625, 189.6886749267578]"
"[124.46793365478516, 220.86068725585938]","[167.0035400390625, 198.3164825439453]","[171.05885314941406, 163.8278350830078]","[150.40560913085938, 140.62228393554688]","[123.63343811035156, 135.70477294921875]","[145.95277404785156, 121.25897979736328]","[138.63987731933594, 87.54785919189453]","[132.27760314941406, 64.81426239013672]","[125.70108032226562, 40.50084686279297]","[119.6236572265625, 124.38516998291016]","[108.24178314208984, 93.7010498046875]","[107.1131362915039, 70.23509979248047]","[106.97376251220703, 48.40021514892578]","[95.09856414794922, 136.86534118652344]","[95.97813415527344, 128.3212890625]","[117.2929458618164, 158.42495727539062]","[128.4243621826172, 178.18173217773438]","[74.83638000488281, 155.13088989257812]","[80.58775329589844, 156.1276092529297]","[96.4789810180664, 175.06739807128906]","[108.75584411621094, 188.94091796875]"
"[131.26776123046875, 216.2967071533203]","[169.1658172607422, 201.59552001953125]","[173.71463012695312, 168.38563537597656]","[145.38284301757812, 150.4993896484375]","[116.03691101074219, 143.90414428710938]","[148.81471252441406, 113.59837341308594]","[131.80230712890625, 79.74961853027344]","[123.23941040039062, 56.91189193725586]","[116.83466339111328, 32.05754852294922]","[122.2561264038086, 123.00696563720703]","[101.92121124267578, 88.60667419433594]","[90.295654296875, 58.83548355102539]","[79.54241943359375, 32.2528076171875]","[98.45716094970703, 140.08287048339844]","[97.16678619384766, 134.6989288330078]","[121.60285949707031, 163.3937225341797]","[135.498779296875, 180.75267028808594]","[80.19705200195312, 159.9789581298828]","[88.32508850097656, 162.4652099609375]","[107.52896881103516, 179.89865112304688]","[123.03573608398438, 193.75704956054688]"
"[136.37901306152344, 218.82688903808594]","[169.3931121826172, 204.09739685058594]","[168.48556518554688, 174.5929412841797]","[137.18853759765625, 157.88577270507812]","[106.49655151367188, 146.45530700683594]","[145.8587188720703, 114.97857666015625]","[117.84910583496094, 80.940673828125]","[98.59390258789062, 61.49491882324219]","[84.88143920898438, 40.573570251464844]","[121.29203033447266, 124.26016235351562]","[93.5819320678711, 89.72891998291016]","[71.62371063232422, 65.73511505126953]","[49.87175369262695, 42.20738983154297]","[98.78816223144531, 140.45091247558594]","[88.08878326416016, 143.09683227539062]","[122.65436553955078, 175.57537841796875]","[142.6951446533203, 188.7186737060547]","[81.57904052734375, 159.56649780273438]","[79.51101684570312, 165.766845703125]","[104.33634185791016, 183.93560791015625]","[124.81230163574219, 194.4940643310547]"
"[131.23565673828125, 213.10870361328125]","[168.33810424804688, 196.53700256347656]","[173.88653564453125, 163.44308471679688]","[145.36097717285156, 145.57925415039062]","[115.47834777832031, 139.96829223632812]","[147.33258056640625, 110.99823760986328]","[128.4741973876953, 77.99212646484375]","[118.31791687011719, 55.457576751708984]","[109.16329956054688, 29.937959671020508]","[122.68406677246094, 121.75547790527344]","[101.93437957763672, 87.90538787841797]","[88.96810913085938, 60.78697967529297]","[74.61862182617188, 34.19160461425781]","[99.57715606689453, 138.85379028320312]","[96.51597595214844, 131.95980834960938]","[124.74420166015625, 160.633544921875]","[138.52694702148438, 176.96536254882812]","[82.1615219116211, 159.63064575195312]","[87.3870620727539, 158.26950073242188]","[108.51695251464844, 174.89474487304688]","[124.11519622802734, 187.66900634765625]"
"[135.29290771484375, 214.72422790527344]","[170.18527221679688, 195.2681884765625]","[171.25399780273438, 161.9195556640625]","[143.23756408691406, 143.00572204589844]","[114.67633056640625, 133.2477569580078]","[144.10621643066406, 107.79661560058594]","[120.68791198730469, 73.97399139404297]","[105.93097686767578, 53.4145622253418]","[94.70526123046875, 33.59149932861328]","[119.4760971069336, 121.0899887084961]","[93.81671142578125, 87.15576171875]","[77.13726043701172, 62.959861755371094]","[59.85203552246094, 40.431480407714844]","[97.01109313964844, 140.66668701171875]","[90.71456909179688, 137.09689331054688]","[123.15558624267578, 166.4002227783203]","[140.3603973388672, 181.1421661376953]","[81.18705749511719, 161.86080932617188]","[84.40396881103516, 163.1455078125]","[109.04544067382812, 179.1888885498047]","[128.498779296875, 190.212890625]"
"[136.04379272460938, 211.14981079101562]","[169.1045684814453, 195.7250518798828]","[169.08554077148438, 160.9853515625]","[139.50184631347656, 144.4690399169922]","[109.2554702758789, 137.5583953857422]","[146.79090881347656, 110.36468505859375]","[128.78001403808594, 78.32981872558594]","[118.98751831054688, 54.95845413208008]","[109.0052490234375, 28.586669921875]","[124.17733764648438, 121.4329605102539]","[100.94837188720703, 85.45426940917969]","[87.75540924072266, 57.17793273925781]","[73.82756042480469, 27.78282356262207]","[102.14900207519531, 139.07960510253906]","[94.46714782714844, 127.3720474243164]","[122.48072814941406, 158.172119140625]","[138.017333984375, 175.0065155029297]","[85.56974029541016, 158.9673614501953]","[84.56454467773438, 154.1907501220703]","[104.4242172241211, 171.6044464111328]","[122.04971313476562, 184.0345458984375]"
"[134.3397979736328, 214.78990173339844]","[171.36175537109375, 198.14222717285156]","[173.6800994873047, 161.98989868164062]","[142.87025451660156, 141.69313049316406]","[112.68679809570312, 134.5067596435547]","[147.06402587890625, 112.67428588867188]","[128.2929229736328, 78.65574645996094]","[119.9664306640625, 54.678016662597656]","[112.96180725097656, 27.547405242919922]","[122.03795623779297, 124.39424133300781]","[99.81214141845703, 88.8109359741211]","[86.46263885498047, 60.50398254394531]","[71.54920196533203, 33.32011413574219]","[99.05329895019531, 141.9754638671875]","[95.61005401611328, 132.01675415039062]","[123.8988265991211, 161.09617614746094]","[138.58718872070312, 178.7715606689453]","[81.6142807006836, 162.17613220214844]","[86.41756439208984, 157.6438446044922]","[107.7806625366211, 173.1201934814453]","[125.17723846435547, 185.53390502929688]"
"[134.59620666503906, 219.2099151611328]","[169.77883911132812, 197.71327209472656]","[169.73951721191406, 160.02725219726562]","[149.09426879882812, 138.7008514404297]","[123.95735168457031, 133.5739288330078]","[149.3026123046875, 122.23048400878906]","[140.84300231933594, 89.44196319580078]","[132.62030029296875, 66.4325180053711]","[122.55017852783203, 38.99167251586914]","[128.32745361328125, 124.44705963134766]","[116.05692291259766, 87.8580551147461]","[111.70560455322266, 59.261322021484375]","[106.86389923095703, 31.08230972290039]","[105.67546081542969, 136.97520446777344]","[104.24897766113281, 116.95332336425781]","[126.99909973144531, 148.68716430664062]","[138.43902587890625, 172.031982421875]","[86.95873260498047, 154.026611328125]","[89.10470581054688, 143.64413452148438]","[106.24533081054688, 162.92884826660156]","[120.62012481689453, 182.11048889160156]"
"[132.7961883544922, 215.0792694091797]","[173.04722595214844, 192.61354064941406]","[173.88491821289062, 157.50433349609375]","[146.98158264160156, 139.82879638671875]","[117.85128021240234, 135.50680541992188]","[147.02713012695312, 112.27600860595703]","[131.55331420898438, 77.50846099853516]","[122.19876098632812, 50.603458404541016]","[113.66753387451172, 23.22578239440918]","[122.32807159423828, 122.69841766357422]","[104.24060821533203, 84.67631530761719]","[93.3052749633789, 53.354766845703125]","[82.53143310546875, 25.332727432250977]","[98.6924057006836, 140.524658203125]","[99.70205688476562, 128.61532592773438]","[124.35686492919922, 156.5846710205078]","[136.9067840576172, 175.3486328125]","[80.3354263305664, 160.85018920898438]","[87.91452026367188, 155.3992919921875]","[105.37482452392578, 168.7360382080078]","[119.63727569580078, 180.97503662109375]"
"[128.29908752441406, 216.78330993652344]","[168.84303283691406, 196.1397705078125]","[172.66290283203125, 161.17503356933594]","[148.83938598632812, 142.61868286132812]","[118.40206146240234, 140.9759063720703]","[147.74313354492188, 115.25399780273438]","[138.29769897460938, 80.75555419921875]","[129.9082489013672, 56.39396667480469]","[122.7223129272461, 30.760494232177734]","[122.70990753173828, 119.8138198852539]","[111.81116485595703, 85.39047241210938]","[107.33210754394531, 56.62283706665039]","[105.7115249633789, 30.61799430847168]","[98.45038604736328, 134.0860137939453]","[102.4754638671875, 123.25406646728516]","[124.94255065917969, 154.368408203125]","[137.41156005859375, 176.04722595214844]","[79.12651824951172, 153.66746520996094]","[87.41519165039062, 154.339111328125]","[105.88465118408203, 172.7546844482422]","[121.7158432006836, 187.74899291992188]"
"[130.1202392578125, 211.6189727783203]","[153.572998046875, 205.03131103515625]","[150.40975952148438, 177.3082733154297]","[125.95018768310547, 155.44778442382812]","[100.13822937011719, 141.45718383789062]","[136.8328094482422, 118.60498046875]","[108.9242172241211, 81.04607391357422]","[91.64276885986328, 59.870933532714844]","[76.5676040649414, 37.72344207763672]","[116.1395034790039, 123.53430938720703]","[92.62049865722656, 83.25830841064453]","[73.1590805053711, 58.6209602355957]","[52.11151885986328, 33.342430114746094]","[96.58441162109375, 135.44081115722656]","[89.00935363769531, 129.04226684570312]","[118.6068115234375, 164.75973510742188]","[135.74911499023438, 182.5492401123047]","[83.19535064697266, 149.83389282226562]","[78.12271118164062, 150.471923828125]","[97.37120056152344, 172.73045349121094]","[116.56282043457031, 186.8816375732422]"
"[128.04428100585938, 217.24703979492188]","[161.8753662109375, 201.0816192626953]","[160.5791015625, 170.2100372314453]","[134.47628784179688, 149.7082977294922]","[106.1165771484375, 137.51541137695312]","[132.52484130859375, 111.72954559326172]","[106.71927642822266, 78.39681243896484]","[91.46074676513672, 57.363895416259766]","[77.38097381591797, 37.282958984375]","[109.38578796386719, 122.724609375]","[87.07838439941406, 86.52815246582031]","[70.08580780029297, 60.939395904541016]","[50.89249038696289, 39.0282096862793]","[88.83545684814453, 139.92849731445312]","[88.39383697509766, 138.66514587402344]","[121.10761260986328, 171.171875]","[137.2721405029297, 187.7435302734375]","[74.85253143310547, 159.13497924804688]","[78.3736572265625, 159.93096923828125]","[100.51336669921875, 176.14193725585938]","[118.06283569335938, 186.8186492919922]"
"[127.18980407714844, 217.2834930419922]","[142.2615203857422, 215.4834442138672]","[139.4943084716797, 190.3655548095703]","[118.01981353759766, 169.506103515625]","[95.19192504882812, 153.83642578125]","[133.83740234375, 131.86891174316406]","[106.57331085205078, 91.77995300292969]","[89.42345428466797, 70.6545639038086]","[75.15705108642578, 49.541316986083984]","[114.35059356689453, 130.94171142578125]","[87.99442291259766, 89.22218322753906]","[68.06865692138672, 64.95922088623047]","[46.63063049316406, 40.69044876098633]","[97.23875427246094, 139.71075439453125]","[86.31095123291016, 134.26841735839844]","[115.50473022460938, 170.4631805419922]","[133.001708984375, 189.34048461914062]","[85.82583618164062, 151.91714477539062]","[79.35681915283203, 153.2884979248047]","[97.46833038330078, 174.470703125]","[114.72463989257812, 187.7565155029297]"
"[125.39107513427734, 220.5670623779297]","[138.46868896484375, 217.9525909423828]","[130.9431610107422, 195.8851318359375]","[108.4356918334961, 177.31570434570312]","[89.57470703125, 162.80613708496094]","[129.25442504882812, 137.2205810546875]","[99.97093200683594, 93.91532135009766]","[82.80747985839844, 70.57833862304688]","[68.97333526611328, 50.90690612792969]","[113.07276153564453, 136.61582946777344]","[88.29081726074219, 93.53511810302734]","[70.68000030517578, 67.58268737792969]","[51.79433059692383, 46.82551574707031]","[99.82144165039062, 144.912353515625]","[87.84036254882812, 141.6372528076172]","[112.97332763671875, 176.25030517578125]","[127.8110122680664, 196.2045135498047]","[92.04435729980469, 156.5929412841797]","[82.69678497314453, 160.14804077148438]","[95.69396209716797, 180.576904296875]","[108.32481384277344, 192.50462341308594]"
"[123.88630676269531, 217.06915283203125]","[154.14773559570312, 209.0143280029297]","[149.1275177001953, 178.8912811279297]","[126.92277526855469, 157.41278076171875]","[105.41493225097656, 145.69119262695312]","[130.8988037109375, 120.78350067138672]","[108.60743713378906, 85.13419342041016]","[94.83720397949219, 63.68330383300781]","[81.50700378417969, 43.729618072509766]","[108.27122497558594, 128.66273498535156]","[86.5479965209961, 87.92503356933594]","[69.30807495117188, 60.82997512817383]","[49.4865608215332, 39.01078414916992]","[88.83728790283203, 143.63328552246094]","[85.64550018310547, 136.96018981933594]","[115.22923278808594, 171.79637145996094]","[130.51499938964844, 192.63558959960938]","[75.78402709960938, 159.81410217285156]","[75.35292053222656, 158.0042266845703]","[94.58149719238281, 176.265869140625]","[110.7003402709961, 189.329345703125]"
"[120.16290283203125, 215.37681579589844]","[161.35415649414062, 205.21905517578125]","[155.76646423339844, 172.14773559570312]","[131.70030212402344, 147.0075225830078]","[104.83365631103516, 132.151123046875]","[132.46734619140625, 116.2874755859375]","[113.54452514648438, 78.31963348388672]","[101.5616683959961, 54.83753204345703]","[88.72917175292969, 32.587730407714844]","[109.59437561035156, 126.12506866455078]","[90.08065795898438, 84.49018859863281]","[75.41028594970703, 55.534706115722656]","[58.815834045410156, 29.970951080322266]","[87.94873046875, 141.92532348632812]","[87.46198272705078, 132.64027404785156]","[116.57118225097656, 166.4735870361328]","[131.9440460205078, 187.9017333984375]","[72.07915496826172, 157.79026794433594]","[73.96658325195312, 154.9872283935547]","[94.13821411132812, 173.51576232910156]","[112.07605743408203, 188.90036010742188]"
"[122.6364974975586, 221.18045043945312]","[138.61883544921875, 218.29254150390625]","[127.9159927368164, 189.69876098632812]","[107.89785766601562, 165.1644744873047]","[88.79987335205078, 150.98626708984375]","[130.02334594726562, 129.92013549804688]","[104.4508056640625, 87.49657440185547]","[84.68933868408203, 63.38291931152344]","[67.15699768066406, 41.326412200927734]","[113.97259521484375, 131.96383666992188]","[90.46541595458984, 84.82850646972656]","[71.6367416381836, 58.666568756103516]","[53.14508819580078, 31.751262664794922]","[98.9744873046875, 140.17587280273438]","[81.83683776855469, 128.2718505859375]","[106.17552947998047, 167.42758178710938]","[122.8725814819336, 186.75393676757812]","[87.37115478515625, 150.66360473632812]","[74.2258529663086, 149.6374969482422]","[89.29714965820312, 175.17880249023438]","[106.5461196899414, 191.39089965820312]"
"[123.95584869384766, 217.095947265625]","[134.14373779296875, 217.89227294921875]","[118.09494018554688, 190.1289520263672]","[98.60347747802734, 169.1407012939453]","[78.21460723876953, 155.47543334960938]","[128.91371154785156, 133.48846435546875]","[101.42782592773438, 91.60814666748047]","[87.6569595336914, 70.30166625976562]","[76.72605895996094, 51.63698959350586]","[116.44314575195312, 131.29063415527344]","[94.4256591796875, 84.89554595947266]","[75.08633422851562, 55.657814025878906]","[55.07878112792969, 27.632169723510742]","[105.31391906738281, 138.09234619140625]","[89.88074493408203, 128.55389404296875]","[110.04071044921875, 169.5054168701172]","[123.51236724853516, 191.03428649902344]","[97.67820739746094, 149.0032196044922]","[82.18621826171875, 149.9633331298828]","[93.34505462646484, 174.19192504882812]","[106.53518676757812, 190.04396057128906]"
"[127.56715393066406, 218.90484619140625]","[148.8568572998047, 222.20321655273438]","[138.8760528564453, 195.14495849609375]","[118.55682373046875, 174.51473999023438]","[97.17835998535156, 157.663330078125]","[140.2255401611328, 137.44436645507812]","[109.2784194946289, 95.61863708496094]","[97.14494323730469, 74.07801818847656]","[88.13001251220703, 54.88400650024414]","[118.75263214111328, 134.3781280517578]","[96.76221466064453, 90.76765441894531]","[75.99595642089844, 61.809871673583984]","[53.11642074584961, 37.589019775390625]","[100.15892028808594, 142.9244842529297]","[93.5819091796875, 139.83595275878906]","[118.54298400878906, 177.78277587890625]","[134.08718872070312, 197.3679962158203]","[89.21827697753906, 154.4969024658203]","[84.26947784423828, 163.5941619873047]","[99.15990447998047, 187.12063598632812]","[112.15103149414062, 199.5260467529297]"
