point_0,point_1,point_2,point_3,point_4,point_5,point_6,point_7,point_8,point_9,point_10,point_11,point_12,point_13,point_14,point_15,point_16,point_17,point_18,point_19,point_20
"[131.9906463623047, 224.98245239257812]","[152.0596466064453, 209.36817932128906]","[149.63426208496094, 185.21792602539062]","[120.18567657470703, 171.88429260253906]","[89.25806427001953, 159.8813934326172]","[165.31056213378906, 141.6322784423828]","[181.8421173095703, 102.17777252197266]","[194.8506622314453, 77.97581481933594]","[206.72242736816406, 57.33736801147461]","[138.1752166748047, 138.08546447753906]","[145.7569122314453, 90.11033630371094]","[151.44100952148438, 63.36709213256836]","[155.4631805419922, 48.24989318847656]","[113.59368896484375, 145.24012756347656]","[109.73274993896484, 102.96612548828125]","[104.87483978271484, 80.10285949707031]","[101.43620300292969, 64.79346466064453]","[94.43628692626953, 160.29388427734375]","[89.4460678100586, 141.2335205078125]","[92.115478515625, 157.2131805419922]","[96.51979064941406, 176.08038330078125]"
"[127.31599426269531, 225.95895385742188]","[152.193115234375, 205.75180053710938]","[150.24844360351562, 179.8472442626953]","[124.85371398925781, 163.7260284423828]","[95.44891357421875, 152.88018798828125]","[169.10171508789062, 137.949951171875]","[185.97653198242188, 98.65620422363281]","[201.29151916503906, 72.2796859741211]","[215.51670837402344, 48.197811126708984]","[140.09524536132812, 134.28619384765625]","[148.20486450195312, 86.67240905761719]","[151.23475646972656, 58.68073654174805]","[152.45693969726562, 40.04880905151367]","[114.46484375, 140.78492736816406]","[114.48897552490234, 97.22266387939453]","[109.94890594482422, 73.66787719726562]","[106.90447998046875, 57.574012756347656]","[92.86833190917969, 153.77491760253906]","[92.89128875732422, 129.7300262451172]","[94.15050506591797, 139.02183532714844]","[96.57038116455078, 154.41494750976562]"
"[130.8907012939453, 222.08274841308594]","[155.0179901123047, 208.2620086669922]","[150.60336303710938, 183.83432006835938]","[120.10968780517578, 169.55760192871094]","[86.26263427734375, 157.6174774169922]","[168.31875610351562, 139.6011505126953]","[184.61154174804688, 98.7130355834961]","[197.5849151611328, 73.38941955566406]","[209.83883666992188, 51.62843704223633]","[138.6478729248047, 135.86697387695312]","[142.935302734375, 88.27838897705078]","[146.54098510742188, 59.62910461425781]","[149.43394470214844, 44.98334884643555]","[112.33055114746094, 141.8935089111328]","[105.21605682373047, 100.59781646728516]","[98.5448989868164, 77.6023941040039]","[94.23138427734375, 63.45170974731445]","[91.69895935058594, 156.36012268066406]","[85.67752075195312, 137.53289794921875]","[88.59847259521484, 152.4330291748047]","[93.89163970947266, 171.39601135253906]"
"[125.30189514160156, 221.9323272705078]","[153.31112670898438, 208.7986602783203]","[150.64614868164062, 189.15602111816406]","[120.39891815185547, 175.4957275390625]","[87.19844818115234, 161.72715759277344]","[164.8789825439453, 138.73480224609375]","[181.8505859375, 98.73094177246094]","[196.62088012695312, 73.85102844238281]","[209.81008911132812, 50.40834426879883]","[133.83648681640625, 135.557861328125]","[140.38320922851562, 86.61711883544922]","[144.88485717773438, 58.05982208251953]","[147.32318115234375, 39.702049255371094]","[107.25598907470703, 142.10928344726562]","[102.50749969482422, 100.59962463378906]","[96.15617370605469, 79.43414306640625]","[91.40678405761719, 63.83441162109375]","[86.45091247558594, 156.1224822998047]","[82.05266571044922, 137.84518432617188]","[85.09235382080078, 154.1285400390625]","[90.72288513183594, 172.74331665039062]"
"[125.60718536376953, 221.72479248046875]","[151.3604278564453, 208.30694580078125]","[149.31890869140625, 189.6728057861328]","[118.47529602050781, 174.24606323242188]","[85.19731903076172, 158.65208435058594]","[162.7465057373047, 138.2841796875]","[182.11245727539062, 97.58589935302734]","[195.18914794921875, 72.91068267822266]","[206.37303161621094, 50.8572998046875]","[133.902099609375, 134.49888610839844]","[140.83926391601562, 87.22421264648438]","[144.46597290039062, 59.2211799621582]","[147.54513549804688, 43.56780242919922]","[108.36243438720703, 140.9743194580078]","[101.7947006225586, 100.37366485595703]","[94.99149322509766, 77.97463989257812]","[90.97614288330078, 62.35844039916992]","[88.16947174072266, 154.71995544433594]","[83.24935913085938, 136.97998046875]","[86.8822021484375, 151.9664306640625]","[93.94660949707031, 170.70347595214844]"
"[123.95895385742188, 223.40896606445312]","[145.2770233154297, 210.64991760253906]","[146.593505859375, 190.5338897705078]","[119.25521850585938, 172.99798583984375]","[88.46407318115234, 157.6798095703125]","[160.74485778808594, 143.26649475097656]","[179.86256408691406, 102.3474349975586]","[194.47694396972656, 79.33070373535156]","[205.92758178710938, 59.798255920410156]","[132.3926239013672, 139.40736389160156]","[138.04788208007812, 90.47811889648438]","[142.08132934570312, 62.63312911987305]","[143.7794189453125, 47.77041244506836]","[107.76223754882812, 145.4557647705078]","[101.57489776611328, 105.86376953125]","[96.99324798583984, 87.01448059082031]","[92.6812744140625, 73.9127426147461]","[89.46404266357422, 157.70773315429688]","[87.29765319824219, 140.40379333496094]","[92.44710540771484, 157.1353302001953]","[98.65509796142578, 176.1168670654297]"
"[128.53512573242188, 220.5919952392578]","[152.70028686523438, 203.99545288085938]","[155.2071075439453, 175.4532470703125]","[135.67066955566406, 153.95388793945312]","[118.17151641845703, 135.43301391601562]","[171.12210083007812, 136.737060546875]","[187.33621215820312, 99.7103042602539]","[202.09793090820312, 75.39105224609375]","[215.85989379882812, 53.65318298339844]","[145.7701873779297, 132.7432098388672]","[152.4960174560547, 88.37471771240234]","[157.6148681640625, 61.85418701171875]","[160.73318481445312, 41.80487823486328]","[124.48271179199219, 140.4397430419922]","[125.85576629638672, 103.83499908447266]","[128.9805908203125, 90.06134033203125]","[131.0209197998047, 78.88041687011719]","[104.29166412353516, 152.9867401123047]","[103.23030090332031, 130.02682495117188]","[106.07028198242188, 138.0303955078125]","[108.89725494384766, 151.49502563476562]"
"[128.06143188476562, 220.67498779296875]","[136.70077514648438, 200.67193603515625]","[133.52532958984375, 174.6470489501953]","[120.3088607788086, 161.9105224609375]","[106.67884063720703, 153.57859802246094]","[150.10299682617188, 131.7985076904297]","[167.62161254882812, 90.65357971191406]","[180.8640899658203, 66.12773895263672]","[194.24159240722656, 43.83041763305664]","[136.63990783691406, 131.44212341308594]","[151.32955932617188, 82.75010681152344]","[158.31455993652344, 55.644325256347656]","[163.91131591796875, 36.48983383178711]","[124.23690795898438, 139.26071166992188]","[132.78598022460938, 94.91236877441406]","[134.0395050048828, 67.8313980102539]","[136.98129272460938, 50.926490783691406]","[113.00473022460938, 149.8043975830078]","[111.89442443847656, 122.07190704345703]","[108.78189849853516, 121.57636260986328]","[110.18937683105469, 130.7552947998047]"
"[125.90843200683594, 219.3924560546875]","[135.54046630859375, 199.56027221679688]","[130.80108642578125, 173.2169189453125]","[118.58735656738281, 155.2515411376953]","[109.39295959472656, 140.9281463623047]","[147.4429473876953, 135.29420471191406]","[164.8768310546875, 95.64330291748047]","[181.041259765625, 71.3341064453125]","[198.31900024414062, 47.12594223022461]","[135.67222595214844, 134.15029907226562]","[148.02117919921875, 83.39005279541016]","[155.86253356933594, 55.537227630615234]","[162.11680603027344, 35.28922653198242]","[124.88461303710938, 143.70233154296875]","[130.4713134765625, 101.54436492919922]","[134.9631805419922, 78.7072982788086]","[140.74183654785156, 61.76337814331055]","[113.60079193115234, 154.3852996826172]","[111.65059661865234, 130.06436157226562]","[111.06048583984375, 132.9577178955078]","[115.3106689453125, 143.45462036132812]"
"[135.54090881347656, 216.16952514648438]","[110.19860076904297, 210.97451782226562]","[88.13514709472656, 182.25961303710938]","[81.34156036376953, 159.0325469970703]","[84.62954711914062, 141.23167419433594]","[112.07230377197266, 135.99838256835938]","[107.55900573730469, 107.6422348022461]","[113.25879669189453, 101.61253356933594]","[124.74169158935547, 91.928466796875]","[129.62709045410156, 131.56674194335938]","[130.4220733642578, 80.29309844970703]","[130.74058532714844, 48.409393310546875]","[136.64984130859375, 24.004619598388672]","[145.91009521484375, 134.5553436279297]","[161.8358154296875, 83.47184753417969]","[171.87399291992188, 50.425899505615234]","[182.5437469482422, 22.735639572143555]","[160.1459197998047, 146.9558868408203]","[175.63067626953125, 104.04164123535156]","[183.04127502441406, 83.57798767089844]","[191.7357177734375, 72.22370910644531]"
"[124.63463592529297, 231.17552185058594]","[146.42214965820312, 216.86717224121094]","[140.23802185058594, 195.26902770996094]","[111.87003326416016, 180.13323974609375]","[82.07109832763672, 164.12229919433594]","[155.7351531982422, 153.09561157226562]","[172.8970947265625, 113.88490295410156]","[187.7909698486328, 89.62704467773438]","[200.0920867919922, 67.05821228027344]","[129.67445373535156, 148.311767578125]","[132.32611083984375, 100.0388412475586]","[135.98072814941406, 71.54967498779297]","[137.07577514648438, 53.07200622558594]","[106.02680969238281, 153.3512420654297]","[98.85812377929688, 112.79940032958984]","[93.16381072998047, 87.4633560180664]","[88.16636657714844, 68.8989486694336]","[86.57477569580078, 165.63296508789062]","[83.91099548339844, 143.4593048095703]","[90.13163757324219, 159.6144561767578]","[97.3638687133789, 180.86175537109375]"
"[129.4405059814453, 225.1533203125]","[160.87692260742188, 202.2713165283203]","[156.03863525390625, 178.30747985839844]","[127.46441650390625, 163.4556427001953]","[96.39034271240234, 152.52655029296875]","[165.86106872558594, 144.9654998779297]","[183.05459594726562, 99.60685729980469]","[197.3732452392578, 73.69771575927734]","[211.0882110595703, 52.70182800292969]","[136.7591552734375, 140.7401580810547]","[146.55429077148438, 90.3470230102539]","[151.96351623535156, 59.33344650268555]","[154.68966674804688, 41.08740234375]","[108.78929138183594, 145.9442596435547]","[104.29524230957031, 100.80125427246094]","[97.83153533935547, 71.79280853271484]","[94.12467956542969, 53.42128372192383]","[85.70706176757812, 158.55447387695312]","[83.49115753173828, 134.0515899658203]","[88.54632568359375, 145.86875915527344]","[95.42200469970703, 165.51528930664062]"
"[124.9775161743164, 225.45533752441406]","[155.29722595214844, 210.25741577148438]","[152.2478485107422, 185.42869567871094]","[124.49566650390625, 167.80316162109375]","[92.76082611083984, 151.068603515625]","[161.42803955078125, 146.18800354003906]","[178.73912048339844, 101.55105590820312]","[193.72012329101562, 75.6829833984375]","[207.6459503173828, 52.167991638183594]","[131.248779296875, 141.88206481933594]","[137.33863830566406, 89.59180450439453]","[142.43931579589844, 59.85544204711914]","[144.63427734375, 41.75240707397461]","[104.26812744140625, 147.50637817382812]","[96.94937896728516, 102.96147155761719]","[91.26996612548828, 75.22162628173828]","[87.97737884521484, 55.68367004394531]","[82.51992797851562, 160.1234130859375]","[78.4102783203125, 135.3526153564453]","[83.34149932861328, 149.38156127929688]","[90.59053039550781, 169.43727111816406]"
"[126.54293060302734, 224.58187866210938]","[147.890380859375, 206.33108520507812]","[143.75755310058594, 185.4277801513672]","[116.12877655029297, 167.73904418945312]","[87.75027465820312, 150.19784545898438]","[158.30581665039062, 146.51431274414062]","[177.6228485107422, 104.62165832519531]","[193.49449157714844, 79.69149017333984]","[208.25596618652344, 56.39991760253906]","[131.62228393554688, 142.14723205566406]","[140.66030883789062, 92.59405517578125]","[147.54676818847656, 65.10662078857422]","[150.9951934814453, 45.1078987121582]","[106.49430847167969, 149.27828979492188]","[100.7879409790039, 106.3903579711914]","[95.99443054199219, 83.18523406982422]","[93.6147232055664, 65.02947235107422]","[85.77770233154297, 162.1328125]","[77.54147338867188, 137.97755432128906]","[77.63212585449219, 148.34425354003906]","[82.2974853515625, 163.62692260742188]"
"[136.9221649169922, 217.28298950195312]","[137.90870666503906, 203.42257690429688]","[125.98873901367188, 178.05531311035156]","[108.28339385986328, 155.58251953125]","[94.14398956298828, 133.3795928955078]","[150.52566528320312, 137.10922241210938]","[161.13690185546875, 95.87511444091797]","[170.33058166503906, 70.94345092773438]","[183.81228637695312, 47.24287033081055]","[139.60546875, 133.50186157226562]","[148.2421112060547, 79.18175506591797]","[153.4578857421875, 47.960575103759766]","[161.1451416015625, 26.472501754760742]","[126.93112182617188, 138.3603973388672]","[129.2289276123047, 87.88220977783203]","[130.3460693359375, 55.355567932128906]","[136.8858642578125, 31.345510482788086]","[114.53295135498047, 146.43016052246094]","[105.49851989746094, 117.02552032470703]","[102.23731994628906, 117.8879165649414]","[107.59806823730469, 128.76290893554688]"
"[135.95562744140625, 220.9988555908203]","[147.09217834472656, 195.6927032470703]","[144.47030639648438, 171.89501953125]","[128.01466369628906, 159.05014038085938]","[110.96614074707031, 148.08016967773438]","[155.89382934570312, 136.72666931152344]","[173.44891357421875, 102.33295440673828]","[189.0360565185547, 77.64204406738281]","[204.5150909423828, 52.257259368896484]","[137.524658203125, 137.62411499023438]","[148.33258056640625, 89.62442779541016]","[156.46609497070312, 61.430931091308594]","[162.5991973876953, 39.570655822753906]","[120.81938171386719, 146.79957580566406]","[124.65760803222656, 102.28007507324219]","[126.83050537109375, 72.33650207519531]","[130.705078125, 49.999698638916016]","[106.07723999023438, 159.86012268066406]","[102.8139419555664, 131.26275634765625]","[104.35395050048828, 133.2200469970703]","[109.50784301757812, 145.40562438964844]"
"[135.28750610351562, 230.07574462890625]","[157.63572692871094, 207.91700744628906]","[159.98519897460938, 184.8455352783203]","[139.42221069335938, 172.31675720214844]","[117.72664642333984, 158.9368133544922]","[167.0400848388672, 145.2187957763672]","[186.51715087890625, 108.99397277832031]","[200.57571411132812, 83.68942260742188]","[214.28660583496094, 60.17442321777344]","[141.3146209716797, 142.1952362060547]","[148.45960998535156, 95.18274688720703]","[154.77870178222656, 65.82316589355469]","[159.9228973388672, 45.749942779541016]","[119.95246124267578, 150.86082458496094]","[121.55665588378906, 110.3878173828125]","[124.28142547607422, 87.47614288330078]","[127.21250915527344, 69.81546020507812]","[100.93380737304688, 166.59339904785156]","[98.50556945800781, 145.1513671875]","[104.33351135253906, 154.85885620117188]","[109.93763732910156, 170.8814239501953]"
"[134.1621551513672, 228.16372680664062]","[159.90879821777344, 204.08306884765625]","[162.49490356445312, 180.1227569580078]","[142.3977813720703, 165.51844787597656]","[120.17301177978516, 150.9345703125]","[167.1025390625, 142.6943359375]","[185.45469665527344, 106.40420532226562]","[201.09548950195312, 81.53010559082031]","[214.99253845214844, 58.65859603881836]","[139.97213745117188, 139.77490234375]","[146.1185760498047, 93.57492065429688]","[152.30540466308594, 63.53889083862305]","[156.04005432128906, 43.906742095947266]","[117.71116638183594, 148.70872497558594]","[117.1384506225586, 107.9431381225586]","[119.29005432128906, 85.32386779785156]","[121.90373229980469, 70.1108169555664]","[98.74507141113281, 164.03155517578125]","[97.17935943603516, 140.00387573242188]","[103.28431701660156, 147.7178192138672]","[108.91677856445312, 164.00955200195312]"
"[133.99411010742188, 226.22113037109375]","[160.30502319335938, 201.72308349609375]","[162.07327270507812, 177.29721069335938]","[140.21522521972656, 162.0396270751953]","[115.06575775146484, 149.00021362304688]","[168.46701049804688, 144.25059509277344]","[189.04702758789062, 108.26038360595703]","[207.21453857421875, 84.06903076171875]","[222.6818389892578, 61.9173698425293]","[140.7854766845703, 140.24746704101562]","[152.20582580566406, 93.11564636230469]","[158.84706115722656, 62.64368438720703]","[163.47683715820312, 41.17145538330078]","[116.10050201416016, 147.3658447265625]","[117.45733642578125, 102.83954620361328]","[115.25392150878906, 74.39990997314453]","[116.16931915283203, 54.75929641723633]","[95.13245391845703, 161.83053588867188]","[92.85536193847656, 134.1913299560547]","[96.60689544677734, 140.8569793701172]","[102.3201675415039, 157.14122009277344]"
"[133.90736389160156, 226.37831115722656]","[159.4371337890625, 200.02774047851562]","[161.36949157714844, 176.3026123046875]","[141.53382873535156, 160.4584503173828]","[120.16337585449219, 145.18209838867188]","[168.09112548828125, 140.37237548828125]","[186.9617919921875, 104.54296875]","[202.18511962890625, 79.87802124023438]","[215.2465057373047, 56.54240036010742]","[140.58555603027344, 139.129638671875]","[147.98565673828125, 92.7228775024414]","[154.53353881835938, 62.66767883300781]","[158.66920471191406, 42.0296630859375]","[117.06605529785156, 148.3514404296875]","[116.95866394042969, 106.89503479003906]","[117.73462677001953, 81.80856323242188]","[119.56460571289062, 64.88095092773438]","[96.96772003173828, 163.24819946289062]","[96.27327728271484, 138.8999481201172]","[101.36238861083984, 144.1024932861328]","[106.40038299560547, 158.31581115722656]"
