point_0,point_1,point_2,point_3,point_4,point_5,point_6,point_7,point_8,point_9,point_10,point_11,point_12,point_13,point_14,point_15,point_16,point_17,point_18,point_19,point_20
"[130.5657501220703, 231.9365234375]","[161.9561767578125, 208.52090454101562]","[167.5570068359375, 180.7123565673828]","[164.83880615234375, 161.63421630859375]","[162.46920776367188, 149.87120056152344]","[141.36196899414062, 138.2117462158203]","[137.5236358642578, 120.97429656982422]","[144.71884155273438, 144.61521911621094]","[149.4186553955078, 161.73345947265625]","[122.50909423828125, 144.40557861328125]","[116.4197006225586, 120.49826049804688]","[131.1515655517578, 153.71849060058594]","[136.9535369873047, 180.26568603515625]","[105.37367248535156, 158.6962432861328]","[98.7257308959961, 138.11627197265625]","[114.03569793701172, 172.86671447753906]","[120.76815795898438, 197.2357177734375]","[89.33740234375, 172.3235321044922]","[83.19522094726562, 160.8473663330078]","[93.76689147949219, 182.56300354003906]","[101.2213363647461, 203.3343505859375]"
"[135.70924377441406, 235.61036682128906]","[152.37606811523438, 216.34848022460938]","[155.39828491210938, 193.09478759765625]","[154.94744873046875, 175.9770965576172]","[159.16416931152344, 159.58029174804688]","[132.60409545898438, 144.88880920410156]","[131.70310974121094, 124.93805694580078]","[136.70840454101562, 136.9855194091797]","[140.04017639160156, 145.17718505859375]","[124.51737213134766, 144.29550170898438]","[128.39068603515625, 123.83460235595703]","[138.3498992919922, 152.94566345214844]","[141.0569610595703, 173.59768676757812]","[118.97018432617188, 152.69505310058594]","[120.31424713134766, 139.29452514648438]","[129.59213256835938, 171.164306640625]","[132.0976104736328, 190.03182983398438]","[112.56649017333984, 162.95062255859375]","[114.36075592041016, 155.6138458251953]","[119.94942474365234, 175.6198272705078]","[121.2185287475586, 191.66358947753906]"
"[134.822021484375, 225.9492950439453]","[163.51182556152344, 204.33848571777344]","[170.9649200439453, 175.9033203125]","[168.09408569335938, 160.6370849609375]","[160.9936981201172, 150.74652099609375]","[151.4281463623047, 138.96157836914062]","[148.7943878173828, 122.13123321533203]","[152.65782165527344, 136.1702880859375]","[155.27633666992188, 147.3656005859375]","[128.06851196289062, 148.6841583251953]","[116.57077026367188, 122.82259368896484]","[128.96446228027344, 154.17794799804688]","[139.1941680908203, 187.42832946777344]","[106.46646881103516, 164.60382080078125]","[94.58448028564453, 144.24819946289062]","[111.46910095214844, 176.46397399902344]","[126.95072174072266, 206.12161254882812]","[87.2212905883789, 180.47354125976562]","[75.11549377441406, 170.2827911376953]","[87.8752670288086, 192.46234130859375]","[104.90196990966797, 214.6651153564453]"
"[134.9713897705078, 226.03616333007812]","[166.03305053710938, 205.54833984375]","[171.95274353027344, 179.77096557617188]","[168.52590942382812, 162.80706787109375]","[158.13819885253906, 153.04478454589844]","[147.58792114257812, 140.1072998046875]","[143.1578826904297, 117.18626403808594]","[148.54681396484375, 136.8406982421875]","[153.11268615722656, 153.45034790039062]","[126.14542388916016, 148.09100341796875]","[114.70767211914062, 114.3604965209961]","[127.23699951171875, 139.12734985351562]","[135.29611206054688, 167.23606872558594]","[105.20748138427734, 162.1498260498047]","[93.98114776611328, 137.6414794921875]","[113.22027587890625, 171.1692352294922]","[129.20449829101562, 199.4923553466797]","[88.45925903320312, 177.78993225097656]","[77.8299789428711, 163.26487731933594]","[93.65235137939453, 186.8142547607422]","[111.04869079589844, 209.77362060546875]"
"[132.926025390625, 236.03134155273438]","[121.79820251464844, 223.32510375976562]","[115.62946319580078, 202.16932678222656]","[114.80926513671875, 182.2129669189453]","[122.79119873046875, 167.0185546875]","[110.0306625366211, 154.361328125]","[109.06583404541016, 131.12368774414062]","[116.7598648071289, 150.6803741455078]","[121.06620025634766, 167.39540100097656]","[120.9337158203125, 146.94264221191406]","[120.87079620361328, 116.38751983642578]","[133.60910034179688, 137.5479278564453]","[138.57571411132812, 154.4174041748047]","[129.8380584716797, 150.2591552734375]","[129.88783264160156, 127.12149810791016]","[135.85289001464844, 157.177001953125]","[136.6414337158203, 177.28070068359375]","[134.4933624267578, 157.7809600830078]","[135.63856506347656, 142.90367126464844]","[136.09808349609375, 162.98898315429688]","[134.76055908203125, 181.14854431152344]"
"[132.7491455078125, 234.7683868408203]","[139.8268280029297, 218.3548583984375]","[136.49154663085938, 191.4146728515625]","[133.47113037109375, 166.51437377929688]","[132.49118041992188, 151.04246520996094]","[128.97511291503906, 146.83236694335938]","[129.23397827148438, 119.32006072998047]","[130.0490264892578, 141.6530303955078]","[129.0078582763672, 158.177490234375]","[126.02584075927734, 140.3152313232422]","[125.18909454345703, 107.12706756591797]","[132.2178192138672, 133.17221069335938]","[132.6678009033203, 153.25807189941406]","[122.14075469970703, 144.30694580078125]","[120.48284149169922, 117.98988342285156]","[128.18370056152344, 155.28662109375]","[132.0491180419922, 180.8916015625]","[115.5481948852539, 150.8822021484375]","[114.20072174072266, 134.50877380371094]","[117.04146575927734, 159.93348693847656]","[119.80290222167969, 182.54115295410156]"
"[133.3581085205078, 236.79653930664062]","[157.7394561767578, 218.01588439941406]","[160.0373992919922, 191.48434448242188]","[155.2854461669922, 172.2757568359375]","[151.9542694091797, 158.26119995117188]","[138.1597137451172, 144.52964782714844]","[137.87806701660156, 123.084228515625]","[143.149169921875, 139.38922119140625]","[146.2090301513672, 150.27989196777344]","[124.89945983886719, 143.65806579589844]","[124.7986068725586, 117.26119232177734]","[133.15814208984375, 142.5598907470703]","[134.84722900390625, 161.6435546875]","[113.85201263427734, 152.65524291992188]","[114.1348876953125, 131.83200073242188]","[124.40206909179688, 163.67369079589844]","[128.24391174316406, 184.10549926757812]","[101.7923355102539, 163.38592529296875]","[101.10848999023438, 150.3132781982422]","[107.6126708984375, 172.38951110839844]","[110.82780456542969, 192.59275817871094]"
"[134.18746948242188, 234.86865234375]","[166.71450805664062, 214.72276306152344]","[167.79905700683594, 182.41043090820312]","[160.576171875, 159.71102905273438]","[151.6802978515625, 144.4642333984375]","[146.1359100341797, 136.17031860351562]","[139.53746032714844, 113.82328033447266]","[142.43795776367188, 135.66819763183594]","[145.07546997070312, 153.2790985107422]","[123.91277313232422, 140.45851135253906]","[113.20325469970703, 111.07676696777344]","[124.73223114013672, 143.30564880371094]","[128.49465942382812, 172.46356201171875]","[102.8017807006836, 154.6280059814453]","[92.55410766601562, 132.28369140625]","[111.01870727539062, 168.2965087890625]","[122.17585754394531, 194.20359802246094]","[85.84950256347656, 171.71388244628906]","[78.63648986816406, 160.08560180664062]","[92.08573150634766, 184.4069366455078]","[103.39158630371094, 207.3551025390625]"
"[128.6728973388672, 233.51841735839844]","[162.8651580810547, 213.7595672607422]","[168.5099639892578, 185.21868896484375]","[163.39796447753906, 161.40878295898438]","[156.42404174804688, 143.8179473876953]","[146.01719665527344, 137.8385467529297]","[145.936767578125, 117.461181640625]","[149.4705047607422, 145.7995147705078]","[150.17445373535156, 166.88507080078125]","[123.09502410888672, 137.8897705078125]","[122.75919342041016, 115.66267395019531]","[130.70016479492188, 146.11257934570312]","[130.47483825683594, 169.67788696289062]","[102.02960205078125, 148.73129272460938]","[101.68085479736328, 129.93600463867188]","[113.96806335449219, 164.62185668945312]","[119.33343505859375, 187.74276733398438]","[82.71220397949219, 162.3294677734375]","[80.89688110351562, 151.18702697753906]","[91.65347290039062, 174.43492126464844]","[99.6947021484375, 197.2572021484375]"
"[122.48131561279297, 232.97422790527344]","[162.57540893554688, 219.76846313476562]","[169.19912719726562, 196.84011840820312]","[164.6663818359375, 174.29733276367188]","[161.2216339111328, 153.9506072998047]","[147.3223419189453, 136.39859008789062]","[145.03958129882812, 122.94751739501953]","[149.26171875, 150.6212615966797]","[152.13674926757812, 169.7354278564453]","[122.23049926757812, 134.86383056640625]","[124.62744140625, 116.46066284179688]","[132.2110137939453, 148.9414520263672]","[134.21978759765625, 175.74090576171875]","[101.49874877929688, 144.3748016357422]","[101.05050659179688, 136.15077209472656]","[111.22652435302734, 171.8228302001953]","[117.96399688720703, 194.38157653808594]","[81.45548248291016, 155.187744140625]","[80.47312927246094, 154.77882385253906]","[89.7708740234375, 178.7373504638672]","[98.67642974853516, 199.04019165039062]"
"[128.82638549804688, 235.23895263671875]","[167.48333740234375, 217.06619262695312]","[173.8079071044922, 192.87820434570312]","[171.1661834716797, 169.23191833496094]","[163.83741760253906, 154.48233032226562]","[152.31008911132812, 140.81639099121094]","[148.932861328125, 122.06597137451172]","[154.4297637939453, 147.56198120117188]","[158.88177490234375, 164.8135223388672]","[126.58912658691406, 144.8909149169922]","[124.7232437133789, 122.6627426147461]","[137.24354553222656, 158.45736694335938]","[143.16470336914062, 188.4844512939453]","[104.97528076171875, 156.21932983398438]","[101.66634368896484, 136.77943420410156]","[116.24935150146484, 168.58543395996094]","[124.92859649658203, 194.01268005371094]","[85.20176696777344, 167.69068908691406]","[79.80325317382812, 152.04173278808594]","[90.03075408935547, 165.73455810546875]","[99.80118560791016, 184.3551483154297]"
"[131.3262176513672, 238.65109252929688]","[168.0732421875, 221.30361938476562]","[169.05535888671875, 196.74517822265625]","[158.81466674804688, 171.93087768554688]","[151.75509643554688, 149.6417999267578]","[148.89952087402344, 150.9298095703125]","[146.2256317138672, 128.49610900878906]","[149.80731201171875, 150.40841674804688]","[153.2382354736328, 166.86941528320312]","[127.10359954833984, 149.26646423339844]","[126.25829315185547, 118.73629760742188]","[136.2729949951172, 148.0402374267578]","[139.79827880859375, 172.10861206054688]","[108.4108657836914, 156.30548095703125]","[105.27132415771484, 131.7542724609375]","[115.226806640625, 164.59622192382812]","[120.84098815917969, 188.6924591064453]","[91.18769073486328, 163.2615509033203]","[88.40966033935547, 149.758544921875]","[96.39147186279297, 169.53392028808594]","[103.14514923095703, 190.12010192871094]"
"[133.78781127929688, 237.651123046875]","[169.03131103515625, 222.67564392089844]","[167.4615020751953, 198.87600708007812]","[155.84368896484375, 175.91848754882812]","[148.6309356689453, 152.68504333496094]","[148.2548370361328, 146.58636474609375]","[145.65408325195312, 123.795654296875]","[148.09996032714844, 142.44161987304688]","[150.2747802734375, 157.7047882080078]","[128.26991271972656, 145.52052307128906]","[124.88674926757812, 120.45452117919922]","[134.2711181640625, 149.51307678222656]","[138.02159118652344, 172.95994567871094]","[109.78489685058594, 153.32188415527344]","[106.99970245361328, 134.8976287841797]","[116.6566390991211, 167.5974884033203]","[122.102294921875, 190.5260009765625]","[93.34696960449219, 162.26394653320312]","[91.39691925048828, 155.13430786132812]","[99.23863220214844, 178.88955688476562]","[105.4407958984375, 200.9261474609375]"
"[135.805419921875, 238.4245147705078]","[171.2845001220703, 221.06732177734375]","[169.17958068847656, 196.36900329589844]","[157.61659240722656, 174.98793029785156]","[151.77098083496094, 152.0049591064453]","[151.21038818359375, 142.880126953125]","[146.53640747070312, 119.2373046875]","[147.3441925048828, 133.63876342773438]","[148.5648956298828, 145.6306610107422]","[130.32763671875, 144.0828857421875]","[126.11882781982422, 117.55422973632812]","[136.4698944091797, 152.40065002441406]","[140.70718383789062, 179.4980926513672]","[111.30071258544922, 153.3144073486328]","[106.21826934814453, 131.79852294921875]","[118.50298309326172, 167.12046813964844]","[124.93952178955078, 191.57408142089844]","[94.21774291992188, 163.25355529785156]","[89.1907958984375, 153.5183868408203]","[99.34481048583984, 176.92019653320312]","[107.58409881591797, 199.67645263671875]"
"[130.402587890625, 235.7744903564453]","[165.289794921875, 220.25999450683594]","[167.86203002929688, 195.1577911376953]","[158.7540283203125, 172.17547607421875]","[153.34170532226562, 152.58656311035156]","[149.24758911132812, 144.55029296875]","[145.23048400878906, 123.65558624267578]","[148.96112060546875, 145.9995574951172]","[151.92474365234375, 163.47802734375]","[127.78468322753906, 144.11312866210938]","[122.06999969482422, 117.11293029785156]","[131.56936645507812, 146.3706512451172]","[136.2711639404297, 170.87161254882812]","[109.06229400634766, 153.00039672851562]","[101.3153076171875, 134.07470703125]","[114.00059509277344, 165.63986206054688]","[122.56918334960938, 187.46075439453125]","[92.13300323486328, 162.5476837158203]","[84.32460021972656, 156.70101928710938]","[94.68434143066406, 178.45896911621094]","[103.57632446289062, 199.23934936523438]"
"[131.36660766601562, 238.6846923828125]","[104.32295989990234, 231.02476501464844]","[85.84266662597656, 214.4863739013672]","[85.0116195678711, 199.5620880126953]","[96.82774353027344, 190.26705932617188]","[102.86422729492188, 164.7838134765625]","[101.52631378173828, 143.59136962890625]","[109.31169128417969, 154.6044464111328]","[115.35081481933594, 162.3653564453125]","[127.55677032470703, 159.18389892578125]","[128.25160217285156, 127.0600357055664]","[133.9092559814453, 149.93931579589844]","[132.67959594726562, 170.31631469726562]","[149.7189483642578, 162.2716827392578]","[151.1890411376953, 134.16148376464844]","[151.3235626220703, 161.29762268066406]","[147.7128448486328, 181.39768981933594]","[168.12281799316406, 168.185546875]","[172.8991241455078, 146.24697875976562]","[168.4446563720703, 160.7636260986328]","[161.2276153564453, 175.5609588623047]"
"[126.90771484375, 235.2826690673828]","[167.06588745117188, 216.25196838378906]","[176.3812713623047, 191.18421936035156]","[172.73031616210938, 167.9918975830078]","[167.4054718017578, 156.21624755859375]","[154.93580627441406, 143.8794708251953]","[152.74014282226562, 130.56585693359375]","[156.00289916992188, 152.81053161621094]","[158.356689453125, 163.42657470703125]","[126.93985748291016, 144.0870819091797]","[132.1927032470703, 126.71080017089844]","[141.0468292236328, 157.31747436523438]","[141.31849670410156, 178.4370880126953]","[105.28141784667969, 150.510498046875]","[108.34812927246094, 137.5796356201172]","[118.25354766845703, 167.30291748046875]","[122.26702117919922, 185.61146545410156]","[86.29414367675781, 156.97158813476562]","[86.24177551269531, 145.05337524414062]","[93.62358093261719, 159.31886291503906]","[98.50775909423828, 173.4807586669922]"
"[127.6279525756836, 230.8585205078125]","[165.83299255371094, 212.44027709960938]","[172.62818908691406, 188.88665771484375]","[168.2353057861328, 167.17295837402344]","[161.1687774658203, 153.40097045898438]","[152.919189453125, 140.50103759765625]","[146.4437255859375, 125.59773254394531]","[150.87124633789062, 146.98562622070312]","[153.36376953125, 158.392822265625]","[127.73990631103516, 146.24839782714844]","[122.30652618408203, 124.22333526611328]","[132.01649475097656, 154.5185089111328]","[134.46681213378906, 179.53842163085938]","[106.51766204833984, 156.74209594726562]","[100.43418884277344, 144.97535705566406]","[115.72584533691406, 175.43385314941406]","[123.36495208740234, 195.95042419433594]","[87.03082275390625, 167.12466430664062]","[83.20152282714844, 162.8033905029297]","[96.12342071533203, 184.4700927734375]","[105.65939331054688, 204.12669372558594]"
"[127.4222412109375, 233.59347534179688]","[169.06057739257812, 210.07003784179688]","[177.2098388671875, 185.69586181640625]","[172.51693725585938, 161.5453338623047]","[166.19691467285156, 146.57284545898438]","[160.641845703125, 142.41064453125]","[157.52716064453125, 118.7397232055664]","[157.2643280029297, 135.8823699951172]","[157.26571655273438, 147.4434356689453]","[131.61810302734375, 140.89459228515625]","[135.78060913085938, 117.37344360351562]","[141.9224853515625, 144.01573181152344]","[141.97952270507812, 167.1077117919922]","[107.29161834716797, 147.56980895996094]","[108.67369842529297, 131.51846313476562]","[115.20223999023438, 161.9682159423828]","[118.0321273803711, 184.65682983398438]","[85.27053833007812, 155.82565307617188]","[87.00330352783203, 143.0548858642578]","[92.42752075195312, 164.08291625976562]","[96.79362487792969, 186.58200073242188]"
"[123.97080993652344, 238.0186767578125]","[168.45330810546875, 220.7421112060547]","[176.3900604248047, 191.8396453857422]","[171.33995056152344, 166.16195678710938]","[163.058837890625, 150.3937530517578]","[155.90505981445312, 148.3162384033203]","[154.0172119140625, 132.353515625]","[156.1402587890625, 159.30902099609375]","[158.7451934814453, 174.65231323242188]","[126.95201873779297, 151.18133544921875]","[126.19417572021484, 127.17941284179688]","[134.32989501953125, 156.23851013183594]","[135.8831787109375, 175.91329956054688]","[103.53233337402344, 160.97584533691406]","[103.76582336425781, 141.05677795410156]","[114.21397399902344, 170.7398681640625]","[119.3263168334961, 189.02767944335938]","[83.23624420166016, 169.17147827148438]","[82.5177993774414, 157.06101989746094]","[89.0915756225586, 178.99417114257812]","[93.9612045288086, 198.28016662597656]"
"[121.95748138427734, 238.05545043945312]","[156.32614135742188, 221.6880645751953]","[160.4925994873047, 194.67367553710938]","[158.8078155517578, 165.9473876953125]","[159.9633026123047, 145.83551025390625]","[148.68699645996094, 152.71865844726562]","[148.6331329345703, 128.640625]","[148.15249633789062, 144.4234619140625]","[149.21234130859375, 155.50454711914062]","[125.8860855102539, 145.16127014160156]","[134.99143981933594, 120.90177154541016]","[137.01893615722656, 143.1580047607422]","[133.257080078125, 162.57577514648438]","[109.43577575683594, 145.065185546875]","[118.14520263671875, 128.0779571533203]","[119.08377838134766, 158.62246704101562]","[117.8239517211914, 180.90924072265625]","[96.77664947509766, 146.7133331298828]","[104.82893371582031, 134.0610809326172]","[103.17155456542969, 157.51722717285156]","[98.85334014892578, 181.0998077392578]"
"[126.375244140625, 234.08316040039062]","[171.25685119628906, 210.2315216064453]","[181.4071502685547, 178.6444549560547]","[176.9043731689453, 153.48606872558594]","[166.23431396484375, 142.1681365966797]","[161.12619018554688, 130.7121124267578]","[158.21690368652344, 113.42039489746094]","[160.01417541503906, 134.8911590576172]","[161.19668579101562, 149.30174255371094]","[128.9070587158203, 133.80140686035156]","[127.49327850341797, 117.07999420166016]","[136.9668426513672, 148.7492218017578]","[140.9759521484375, 171.7386474609375]","[104.67342376708984, 144.84805297851562]","[103.10430145263672, 137.71751403808594]","[116.09765625, 171.8155517578125]","[122.73800659179688, 191.21884155273438]","[83.64530181884766, 157.08360290527344]","[83.53430938720703, 150.76124572753906]","[94.29165649414062, 175.39520263671875]","[102.32942962646484, 193.30148315429688]"
"[130.2296600341797, 237.9502410888672]","[173.49191284179688, 209.77076721191406]","[184.26974487304688, 177.31980895996094]","[181.92166137695312, 149.67324829101562]","[175.28330993652344, 138.24880981445312]","[160.90362548828125, 136.72694396972656]","[160.8972625732422, 119.89592742919922]","[162.16856384277344, 132.88330078125]","[162.64157104492188, 136.93441772460938]","[129.9949951171875, 142.92796325683594]","[134.54417419433594, 122.7618637084961]","[146.19247436523438, 148.2609405517578]","[148.42123413085938, 170.33995056152344]","[106.56649780273438, 155.1698455810547]","[109.9384536743164, 138.44418334960938]","[122.94933319091797, 166.28465270996094]","[126.71302795410156, 186.0749969482422]","[86.64371490478516, 168.81301879882812]","[87.87560272216797, 152.44073486328125]","[96.26988983154297, 167.57962036132812]","[100.71435546875, 182.6206817626953]"
"[123.55615234375, 240.60877990722656]","[171.7324676513672, 206.55238342285156]","[184.8297119140625, 176.6641845703125]","[185.93228149414062, 145.48431396484375]","[180.8612823486328, 127.3453140258789]","[162.44956970214844, 144.7320098876953]","[165.46998596191406, 113.30010986328125]","[166.9053955078125, 127.02753448486328]","[165.07321166992188, 138.4166259765625]","[131.3245849609375, 144.4637451171875]","[142.68370056152344, 107.51126861572266]","[150.9781951904297, 127.6883773803711]","[151.19898986816406, 148.7292938232422]","[106.4831314086914, 150.69146728515625]","[114.81289672851562, 121.54155731201172]","[122.41146087646484, 148.92323303222656]","[123.30654907226562, 171.653076171875]","[83.49644470214844, 159.5393829345703]","[89.69369506835938, 138.15672302246094]","[95.65303802490234, 153.3058624267578]","[99.84637451171875, 171.18069458007812]"
