point_0,point_1,point_2,point_3,point_4,point_5,point_6,point_7,point_8,point_9,point_10,point_11,point_12,point_13,point_14,point_15,point_16,point_17,point_18,point_19,point_20
"[128.69642639160156, 237.6407470703125]","[161.4672393798828, 213.98362731933594]","[174.55313110351562, 179.94357299804688]","[181.23780822753906, 156.27099609375]","[178.57110595703125, 138.04273986816406]","[150.8550262451172, 144.20115661621094]","[151.28671264648438, 113.64165496826172]","[154.01072692871094, 89.88343048095703]","[155.2952117919922, 72.82693481445312]","[130.5663604736328, 153.16400146484375]","[135.00636291503906, 139.19969177246094]","[143.68780517578125, 160.3429718017578]","[142.17713928222656, 174.7104949951172]","[112.31588745117188, 163.61602783203125]","[118.79068756103516, 156.8473663330078]","[129.67344665527344, 178.35415649414062]","[128.20794677734375, 190.40296936035156]","[92.58060455322266, 174.11639404296875]","[97.81586456298828, 169.09620666503906]","[107.6678466796875, 181.6363983154297]","[107.30419921875, 191.73739624023438]"
"[119.25443267822266, 223.81541442871094]","[150.49964904785156, 202.14556884765625]","[161.36888122558594, 171.88136291503906]","[162.01007080078125, 143.64022827148438]","[160.7079315185547, 114.70706176757812]","[144.28904724121094, 140.5990447998047]","[147.75189208984375, 108.63017272949219]","[148.65325927734375, 86.17411804199219]","[147.966064453125, 72.68756103515625]","[124.85408782958984, 147.78262329101562]","[125.20449829101562, 129.90087890625]","[131.18447875976562, 148.85350036621094]","[134.12704467773438, 169.79383850097656]","[108.65258026123047, 154.6925048828125]","[106.81958770751953, 144.9393310546875]","[117.94483184814453, 167.45010375976562]","[123.76276397705078, 186.1490020751953]","[91.52356719970703, 161.7720947265625]","[86.81573486328125, 152.0507354736328]","[97.0573501586914, 166.27882385253906]","[104.25920867919922, 182.61048889160156]"
"[128.32960510253906, 227.6947479248047]","[155.1392822265625, 200.15325927734375]","[164.21420288085938, 170.65426635742188]","[165.61634826660156, 144.486328125]","[162.86380004882812, 117.09696960449219]","[149.74612426757812, 147.31982421875]","[152.43386840820312, 115.12891387939453]","[151.0805206298828, 89.28690338134766]","[149.13490295410156, 69.67172241210938]","[131.4822235107422, 153.46177673339844]","[128.10546875, 132.97872924804688]","[133.06118774414062, 142.80613708496094]","[135.71400451660156, 155.0364990234375]","[114.75540924072266, 160.1841583251953]","[109.01361083984375, 142.45750427246094]","[119.89275360107422, 154.9417266845703]","[127.0255126953125, 168.37489318847656]","[95.25654602050781, 167.8287811279297]","[88.64349365234375, 153.75711059570312]","[97.53556823730469, 158.99522399902344]","[103.98222351074219, 169.2473602294922]"
"[125.20329284667969, 228.0582275390625]","[154.45338439941406, 200.15277099609375]","[166.6921844482422, 167.739501953125]","[168.76284790039062, 141.81692504882812]","[165.04727172851562, 112.1170425415039]","[148.7586669921875, 139.866455078125]","[152.6196746826172, 108.48405456542969]","[155.30335998535156, 85.12663269042969]","[157.53138732910156, 70.73146057128906]","[129.30984497070312, 146.07838439941406]","[129.39903259277344, 127.5252914428711]","[133.8868408203125, 146.75576782226562]","[134.7143096923828, 167.36492919921875]","[112.12471008300781, 152.669677734375]","[111.54327392578125, 139.1859130859375]","[122.42927551269531, 157.85638427734375]","[128.2537841796875, 176.1873321533203]","[94.15331268310547, 160.83409118652344]","[88.0853271484375, 147.02247619628906]","[99.10295867919922, 156.62350463867188]","[106.72822570800781, 172.2729949951172]"
"[128.830322265625, 229.70913696289062]","[155.62530517578125, 205.6902313232422]","[168.11366271972656, 175.66697692871094]","[173.0516357421875, 151.40736389160156]","[174.10696411132812, 127.19408416748047]","[152.31431579589844, 148.5852813720703]","[153.49078369140625, 117.39338684082031]","[155.1348114013672, 91.97240447998047]","[155.7468719482422, 72.64805603027344]","[134.34080505371094, 152.7557373046875]","[136.02191162109375, 133.8621368408203]","[140.84349060058594, 153.4276885986328]","[141.1018524169922, 169.9130401611328]","[118.18225860595703, 157.76715087890625]","[118.43211364746094, 144.5429229736328]","[127.544677734375, 161.73118591308594]","[130.98326110839844, 176.62583923339844]","[100.33427429199219, 163.75221252441406]","[98.19573211669922, 150.39964294433594]","[105.51171875, 159.47998046875]","[108.3371353149414, 171.631591796875]"
"[129.96424865722656, 229.37661743164062]","[159.1999053955078, 207.67774963378906]","[168.99314880371094, 177.42930603027344]","[171.72511291503906, 151.90919494628906]","[171.5953369140625, 129.07696533203125]","[151.8231964111328, 146.8319549560547]","[152.83737182617188, 116.8680419921875]","[154.61837768554688, 91.58365631103516]","[156.4534454345703, 71.10047912597656]","[133.96725463867188, 153.25048828125]","[136.39932250976562, 135.41903686523438]","[143.14207458496094, 156.27044677734375]","[144.9962158203125, 174.35067749023438]","[117.40130615234375, 159.58485412597656]","[118.58846282958984, 145.89324951171875]","[128.69415283203125, 164.74794006347656]","[132.54251098632812, 181.19505310058594]","[99.37630462646484, 166.3282928466797]","[97.47750854492188, 151.2327880859375]","[106.33773040771484, 159.3618621826172]","[110.4771499633789, 172.25787353515625]"
"[129.99676513671875, 229.48965454101562]","[157.33433532714844, 205.88465881347656]","[167.53672790527344, 176.5165252685547]","[170.1193084716797, 151.97256469726562]","[168.57823181152344, 128.7741241455078]","[149.82591247558594, 148.03536987304688]","[150.48402404785156, 117.816162109375]","[151.52638244628906, 92.466064453125]","[153.2908477783203, 71.35157775878906]","[133.3280487060547, 155.5887908935547]","[134.82925415039062, 134.05282592773438]","[142.26524353027344, 151.79095458984375]","[145.3997344970703, 166.4562225341797]","[117.26863861083984, 162.09519958496094]","[116.69656372070312, 145.34974670410156]","[126.9263916015625, 163.3062744140625]","[130.58323669433594, 178.79710388183594]","[99.74471282958984, 168.93215942382812]","[97.73475646972656, 152.62155151367188]","[106.41532135009766, 160.49514770507812]","[109.99855041503906, 173.0270538330078]"
"[128.30917358398438, 228.61399841308594]","[157.10098266601562, 204.79136657714844]","[167.10702514648438, 175.67300415039062]","[165.84976196289062, 149.6438751220703]","[161.9846954345703, 124.05964660644531]","[149.2929229736328, 152.02777099609375]","[150.36085510253906, 117.349609375]","[151.20388793945312, 90.9171142578125]","[151.12738037109375, 69.70887756347656]","[131.01576232910156, 156.6669921875]","[129.50967407226562, 131.0964813232422]","[135.4423065185547, 140.2657470703125]","[136.09268188476562, 151.27207946777344]","[113.85388946533203, 161.1874237060547]","[111.7779541015625, 143.1378631591797]","[122.63961791992188, 156.63206481933594]","[126.03943634033203, 169.39682006835938]","[94.78532409667969, 166.19117736816406]","[93.93641662597656, 150.64317321777344]","[103.40343475341797, 156.11363220214844]","[106.42520141601562, 165.60723876953125]"
"[130.2484130859375, 226.33676147460938]","[157.82232666015625, 203.86856079101562]","[166.65670776367188, 175.9979705810547]","[166.66635131835938, 152.45684814453125]","[161.58274841308594, 127.43303680419922]","[152.69235229492188, 150.31202697753906]","[153.0258331298828, 118.11475372314453]","[151.89613342285156, 92.5057373046875]","[151.0277862548828, 72.13783264160156]","[134.50538635253906, 155.04640197753906]","[130.87689208984375, 135.66485595703125]","[135.00901794433594, 146.8966827392578]","[136.9562225341797, 158.93531799316406]","[117.67828369140625, 159.8466796875]","[113.16193389892578, 145.23638916015625]","[123.0806884765625, 157.2646484375]","[129.16781616210938, 169.6720428466797]","[99.66632843017578, 166.21017456054688]","[96.14080810546875, 153.5724334716797]","[104.90193176269531, 156.28721618652344]","[109.99653625488281, 165.0260772705078]"
"[124.05175018310547, 224.32432556152344]","[152.96075439453125, 201.67584228515625]","[163.08811950683594, 169.86517333984375]","[164.36578369140625, 142.62425231933594]","[161.18287658691406, 114.68315887451172]","[147.32896423339844, 138.7474365234375]","[146.14564514160156, 111.612060546875]","[144.52703857421875, 87.56175994873047]","[143.22036743164062, 70.37864685058594]","[126.08349609375, 145.47561645507812]","[122.6090087890625, 133.5532989501953]","[127.75943756103516, 152.3639373779297]","[130.49368286132812, 169.4251251220703]","[108.14257049560547, 154.53843688964844]","[105.79328155517578, 148.4293212890625]","[115.94383239746094, 166.82968139648438]","[121.87722778320312, 182.32965087890625]","[90.03993225097656, 164.6879119873047]","[85.29523468017578, 158.5706787109375]","[95.03553771972656, 168.22909545898438]","[101.06922912597656, 181.09307861328125]"
"[127.48867797851562, 228.11318969726562]","[154.2448272705078, 211.177734375]","[164.48899841308594, 184.5527801513672]","[166.30258178710938, 165.57177734375]","[163.5524139404297, 145.61766052246094]","[146.82479858398438, 145.527099609375]","[143.19671630859375, 118.98822784423828]","[144.31703186035156, 97.55707550048828]","[144.89634704589844, 80.95558166503906]","[126.69995880126953, 153.36512756347656]","[126.33014678955078, 147.36859130859375]","[135.5370635986328, 167.973876953125]","[137.4739532470703, 181.4840087890625]","[110.14217376708984, 163.40768432617188]","[112.85958862304688, 166.69522094726562]","[125.3625717163086, 189.1698760986328]","[128.4645233154297, 200.30484008789062]","[92.75679016113281, 173.59780883789062]","[96.01476287841797, 175.98130798339844]","[106.28875732421875, 187.79751586914062]","[107.7646713256836, 196.0720672607422]"
"[126.30175018310547, 232.1465606689453]","[155.1781768798828, 208.40499877929688]","[163.8043975830078, 176.22080993652344]","[167.31651306152344, 153.04776000976562]","[165.47393798828125, 132.7581024169922]","[141.9942169189453, 142.20254516601562]","[140.6569061279297, 114.92446899414062]","[143.4395294189453, 94.74905395507812]","[144.15235900878906, 79.14784240722656]","[124.4000473022461, 151.9443817138672]","[127.20771789550781, 137.38648986816406]","[137.429931640625, 154.2906036376953]","[140.09205627441406, 168.38882446289062]","[109.6533203125, 163.20970153808594]","[113.87418365478516, 159.59255981445312]","[126.869140625, 182.39344787597656]","[129.427978515625, 196.7518310546875]","[93.88467407226562, 173.57583618164062]","[99.24040222167969, 168.0810089111328]","[109.46334075927734, 180.30780029296875]","[111.33818817138672, 191.60971069335938]"
"[121.4898452758789, 228.2963409423828]","[155.20803833007812, 205.87168884277344]","[167.204345703125, 176.98463439941406]","[167.8162384033203, 150.68185424804688]","[166.23497009277344, 123.72034454345703]","[145.31361389160156, 142.1253662109375]","[146.19715881347656, 112.06342315673828]","[147.95738220214844, 88.67378997802734]","[149.42263793945312, 72.33306884765625]","[125.14994049072266, 150.25296020507812]","[126.52079772949219, 132.54991149902344]","[132.93089294433594, 150.08961486816406]","[135.80967712402344, 165.62429809570312]","[106.828857421875, 158.69406127929688]","[108.47196197509766, 150.22889709472656]","[120.03306579589844, 171.0150146484375]","[124.2057876586914, 185.22532653808594]","[89.02471160888672, 166.58750915527344]","[91.83888244628906, 161.50079345703125]","[103.53286743164062, 174.29513549804688]","[108.27880096435547, 186.83323669433594]"
"[120.62501525878906, 228.4779510498047]","[153.09011840820312, 210.2084503173828]","[164.3375244140625, 179.74989318847656]","[166.1031036376953, 155.78892517089844]","[166.97079467773438, 133.08277893066406]","[143.38839721679688, 143.0628204345703]","[143.0186004638672, 113.29032135009766]","[144.49534606933594, 90.5016860961914]","[145.88401794433594, 75.62055969238281]","[123.0051498413086, 151.9996795654297]","[126.42119598388672, 139.20260620117188]","[133.30050659179688, 161.13427734375]","[135.44638061523438, 177.9866943359375]","[105.58231353759766, 160.78427124023438]","[108.90909576416016, 156.8917999267578]","[120.11009216308594, 180.70494079589844]","[124.20564270019531, 195.30064392089844]","[87.17792510986328, 168.2940673828125]","[91.06275939941406, 167.5482940673828]","[101.21337127685547, 181.3287353515625]","[104.1651611328125, 192.7375946044922]"
"[122.97689056396484, 227.1392822265625]","[155.56285095214844, 206.86004638671875]","[165.6259765625, 177.83082580566406]","[165.69891357421875, 153.1650390625]","[165.57676696777344, 130.17308044433594]","[143.85604858398438, 139.2371368408203]","[142.74391174316406, 109.74727630615234]","[144.532958984375, 87.52091217041016]","[146.08444213867188, 73.55130004882812]","[122.94794464111328, 146.83563232421875]","[124.56495666503906, 135.85098266601562]","[133.21934509277344, 158.22569274902344]","[135.85935974121094, 175.26641845703125]","[104.22662353515625, 157.53323364257812]","[104.43999481201172, 153.36355590820312]","[117.16779327392578, 176.07070922851562]","[122.17191314697266, 191.4966278076172]","[86.05316925048828, 168.3076629638672]","[86.59867095947266, 165.8133087158203]","[98.07579803466797, 178.0211181640625]","[102.84640502929688, 189.92857360839844]"
"[121.97624206542969, 227.37289428710938]","[151.2821044921875, 204.82872009277344]","[162.31129455566406, 174.94435119628906]","[162.86436462402344, 149.78158569335938]","[163.36033630371094, 124.41587829589844]","[144.9226531982422, 142.17337036132812]","[144.1753387451172, 110.27118682861328]","[144.63812255859375, 86.64332580566406]","[145.26641845703125, 72.54855346679688]","[124.27490997314453, 148.72805786132812]","[122.13709259033203, 133.03468322753906]","[129.31954956054688, 155.6106414794922]","[133.3604736328125, 174.22474670410156]","[106.08221435546875, 156.93234252929688]","[104.79859161376953, 147.54156494140625]","[116.4650650024414, 170.45034790039062]","[121.52156066894531, 187.29107666015625]","[87.78343963623047, 165.03753662109375]","[85.44444274902344, 156.0606689453125]","[95.63420104980469, 169.27537536621094]","[101.14053344726562, 183.2428741455078]"
"[125.36759185791016, 232.51071166992188]","[155.1896209716797, 210.34080505371094]","[165.31948852539062, 178.1344757080078]","[168.10560607910156, 155.5061798095703]","[163.86167907714844, 136.1336212158203]","[142.34422302246094, 142.037109375]","[140.80078125, 112.59717559814453]","[143.53086853027344, 91.72061157226562]","[144.53695678710938, 76.34169006347656]","[123.34474182128906, 151.2256622314453]","[127.96435546875, 138.25985717773438]","[138.1464385986328, 157.48521423339844]","[140.53089904785156, 171.60694885253906]","[107.58482360839844, 162.93263244628906]","[112.85242462158203, 161.09103393554688]","[125.2010726928711, 183.54307556152344]","[127.4374771118164, 195.93194580078125]","[91.65689086914062, 173.95599365234375]","[97.95680236816406, 171.2467498779297]","[109.57526397705078, 182.7690887451172]","[111.39988708496094, 192.62820434570312]"
"[123.43942260742188, 227.75808715820312]","[156.1339874267578, 210.4747314453125]","[164.65151977539062, 180.4981231689453]","[164.87661743164062, 157.27305603027344]","[160.45748901367188, 134.74925231933594]","[147.33779907226562, 146.619140625]","[144.6473388671875, 119.64189910888672]","[144.25265502929688, 99.02143859863281]","[143.3992462158203, 83.55894470214844]","[125.99943542480469, 154.16525268554688]","[128.31504821777344, 142.1730194091797]","[135.0982208251953, 158.6824493408203]","[137.43112182617188, 172.7215118408203]","[108.23908996582031, 163.18051147460938]","[110.16449737548828, 162.15159606933594]","[121.61115264892578, 184.04977416992188]","[125.88656616210938, 198.27767944335938]","[90.05543518066406, 172.5367889404297]","[92.86400604248047, 171.03648376464844]","[103.95707702636719, 182.36398315429688]","[107.37117767333984, 192.76181030273438]"
"[123.39704132080078, 225.57374572753906]","[154.37234497070312, 204.66928100585938]","[162.7096405029297, 172.5614013671875]","[162.1682891845703, 143.3480987548828]","[160.84854125976562, 112.84151458740234]","[147.94227600097656, 144.05186462402344]","[144.55918884277344, 115.6448745727539]","[143.4923553466797, 92.72748565673828]","[143.0799102783203, 76.1905517578125]","[126.14844512939453, 150.99412536621094]","[119.60845184326172, 142.00059509277344]","[126.70480346679688, 158.69189453125]","[131.97084045410156, 171.614013671875]","[106.62899017333984, 161.13644409179688]","[103.91607666015625, 156.93125915527344]","[116.30172729492188, 175.27346801757812]","[123.5056381225586, 188.19667053222656]","[87.1663818359375, 172.5853729248047]","[83.15782165527344, 166.54222106933594]","[94.02606964111328, 175.76182556152344]","[100.24532318115234, 186.90707397460938]"
"[125.69194030761719, 228.27984619140625]","[154.36607360839844, 197.60618591308594]","[165.13571166992188, 165.9043731689453]","[166.0297393798828, 135.62408447265625]","[162.71188354492188, 106.00070190429688]","[142.5950469970703, 143.1771697998047]","[143.7437744140625, 105.74740600585938]","[148.05728149414062, 85.94109344482422]","[150.92987060546875, 77.5054931640625]","[125.46638488769531, 149.50833129882812]","[123.96420288085938, 119.7614517211914]","[134.29649353027344, 138.75704956054688]","[136.1908416748047, 159.68032836914062]","[109.34119415283203, 155.94068908691406]","[108.40387725830078, 128.4287109375]","[124.59027099609375, 146.69375610351562]","[130.77952575683594, 165.0368194580078]","[91.35623931884766, 162.82965087890625]","[83.07481384277344, 138.9804229736328]","[95.80200958251953, 149.00587463378906]","[104.1148681640625, 165.0511474609375]"
"[131.68003845214844, 231.59555053710938]","[156.9454345703125, 209.14883422851562]","[167.1057586669922, 179.0147705078125]","[169.0337371826172, 155.7804718017578]","[166.2695770263672, 135.2775115966797]","[152.72837829589844, 152.78330993652344]","[150.46315002441406, 120.49906921386719]","[150.15130615234375, 94.70099639892578]","[149.56788635253906, 73.42710876464844]","[135.86407470703125, 159.08323669433594]","[137.11935424804688, 136.86329650878906]","[144.44227600097656, 152.05209350585938]","[145.52682495117188, 165.20985412597656]","[119.9456558227539, 165.04266357421875]","[120.33474731445312, 150.60964965820312]","[132.02731323242188, 167.8892364501953]","[135.56069946289062, 181.8677978515625]","[100.65636444091797, 170.5191192626953]","[102.5242919921875, 159.20945739746094]","[112.14551544189453, 167.5604705810547]","[114.03372955322266, 177.5255584716797]"
"[122.93292999267578, 230.64292907714844]","[152.4234161376953, 198.12391662597656]","[165.69387817382812, 166.36297607421875]","[169.08306884765625, 138.3819122314453]","[169.52041625976562, 107.3579330444336]","[149.1075439453125, 138.46617126464844]","[149.69772338867188, 104.51994323730469]","[152.75125122070312, 83.63926696777344]","[155.1200408935547, 73.99664306640625]","[127.532958984375, 143.86854553222656]","[131.21923828125, 124.17088317871094]","[138.47764587402344, 151.0545654296875]","[138.1148223876953, 174.3863525390625]","[109.20128631591797, 150.64981079101562]","[111.98564910888672, 135.1073760986328]","[124.87196350097656, 160.06631469726562]","[128.5858612060547, 181.07481384277344]","[90.25055694580078, 158.43460083007812]","[88.24427795410156, 143.2951202392578]","[99.92809295654297, 158.0452880859375]","[104.79743957519531, 175.6507568359375]"
"[123.5282211303711, 229.3129119873047]","[150.1983184814453, 199.6802215576172]","[162.67257690429688, 167.6802978515625]","[163.21649169921875, 137.23507690429688]","[159.74977111816406, 105.81987762451172]","[145.16065979003906, 143.43528747558594]","[147.25665283203125, 108.91958618164062]","[148.87570190429688, 86.64118194580078]","[149.57704162597656, 74.63203430175781]","[125.9703369140625, 149.2152099609375]","[123.53446960449219, 123.40895080566406]","[130.99063110351562, 143.98773193359375]","[134.08047485351562, 166.42422485351562]","[109.61844635009766, 154.38491821289062]","[108.25363159179688, 132.768798828125]","[121.60572052001953, 154.1354522705078]","[128.58676147460938, 175.03445434570312]","[91.95376586914062, 161.04859924316406]","[87.21721649169922, 143.6035919189453]","[97.52424621582031, 153.71591186523438]","[104.73157501220703, 168.39564514160156]"
"[122.46202850341797, 229.84510803222656]","[148.6199188232422, 199.30445861816406]","[162.47955322265625, 168.6182098388672]","[164.0941925048828, 139.9590606689453]","[162.99478149414062, 108.77899169921875]","[149.34521484375, 143.0350341796875]","[152.00767517089844, 109.61983489990234]","[152.2949981689453, 87.45435333251953]","[152.4843292236328, 76.28396606445312]","[129.36544799804688, 148.36480712890625]","[125.84857940673828, 128.84046936035156]","[131.1705780029297, 151.2684783935547]","[133.4130096435547, 171.6402587890625]","[112.02464294433594, 154.4249267578125]","[108.02964782714844, 137.08538818359375]","[119.12312316894531, 159.98670959472656]","[125.14468383789062, 180.12098693847656]","[91.97233581542969, 161.412109375]","[82.80245208740234, 146.40975952148438]","[93.4159164428711, 156.47540283203125]","[101.0088119506836, 170.22207641601562]"
