point_0,point_1,point_2,point_3,point_4,point_5,point_6,point_7,point_8,point_9,point_10,point_11,point_12,point_13,point_14,point_15,point_16,point_17,point_18,point_19,point_20
"[121.05475616455078, 223.75376892089844]","[158.77210998535156, 209.72494506835938]","[179.1126708984375, 168.6793975830078]","[195.26620483398438, 137.6566925048828]","[214.7131805419922, 113.19812774658203]","[138.88546752929688, 128.7666778564453]","[134.3707733154297, 85.46739196777344]","[128.69699096679688, 60.072288513183594]","[122.99847412109375, 41.80095672607422]","[114.71043395996094, 137.9571533203125]","[103.73175048828125, 122.8849868774414]","[113.32318878173828, 156.32394409179688]","[122.04147338867188, 175.7672576904297]","[91.57931518554688, 151.84017944335938]","[81.54271697998047, 141.9443817138672]","[98.56161499023438, 172.37246704101562]","[110.21684265136719, 190.7299041748047]","[71.37887573242188, 166.56069946289062]","[67.53823852539062, 167.5767822265625]","[82.981201171875, 189.02696228027344]","[94.55522155761719, 202.10113525390625]"
"[125.63563537597656, 226.64871215820312]","[165.42108154296875, 207.8721160888672]","[184.06167602539062, 172.8365020751953]","[201.9596405029297, 144.5059051513672]","[218.8404541015625, 120.41873931884766]","[147.80015563964844, 135.97731018066406]","[145.04698181152344, 96.66583251953125]","[141.75588989257812, 69.1650390625]","[137.97750854492188, 49.90849304199219]","[124.90476989746094, 145.61105346679688]","[113.27335357666016, 129.5267791748047]","[123.22672271728516, 160.6206817626953]","[131.74432373046875, 177.74761962890625]","[102.408447265625, 157.29122924804688]","[93.27034759521484, 146.9428253173828]","[108.46397399902344, 177.35157775878906]","[117.97852325439453, 194.4624786376953]","[82.56558990478516, 166.7480926513672]","[78.91681671142578, 165.78375244140625]","[93.13968658447266, 189.19857788085938]","[102.59657287597656, 203.12628173828125]"
"[116.67200469970703, 216.4556427001953]","[156.3937225341797, 200.8729705810547]","[179.54190063476562, 163.92799377441406]","[198.65292358398438, 135.58460998535156]","[217.4259490966797, 112.65751647949219]","[143.4490203857422, 122.16629791259766]","[142.12843322753906, 78.52543640136719]","[142.18499755859375, 52.938724517822266]","[141.03358459472656, 35.77894592285156]","[117.16597747802734, 133.06765747070312]","[108.91228485107422, 115.77009582519531]","[116.09903717041016, 149.01177978515625]","[121.90184020996094, 165.81747436523438]","[92.8780517578125, 146.49462890625]","[86.02007293701172, 135.43081665039062]","[99.78885650634766, 166.64881896972656]","[108.96100616455078, 183.62066650390625]","[71.44677734375, 159.2055206298828]","[69.61666107177734, 158.1320037841797]","[83.98839569091797, 179.83868408203125]","[95.67281341552734, 191.92422485351562]"
"[120.85723114013672, 227.23533630371094]","[156.8644256591797, 211.06253051757812]","[173.5829620361328, 170.5792236328125]","[187.29200744628906, 139.42428588867188]","[208.31600952148438, 113.44532775878906]","[136.6072540283203, 137.4016571044922]","[131.7953338623047, 96.64502716064453]","[125.97248840332031, 71.1883544921875]","[119.4759521484375, 51.00313949584961]","[114.63831329345703, 148.7080535888672]","[103.35309600830078, 126.63285827636719]","[113.24424743652344, 156.2801513671875]","[122.30656433105469, 175.37672424316406]","[93.83751678466797, 162.11875915527344]","[83.4754409790039, 147.72357177734375]","[100.76688385009766, 176.06849670410156]","[112.08843994140625, 194.5979461669922]","[75.7636489868164, 174.8357391357422]","[72.57755279541016, 170.69654846191406]","[86.93848419189453, 191.39747619628906]","[97.66119384765625, 205.7328338623047]"
"[117.68267822265625, 220.46438598632812]","[160.46022033691406, 206.6790313720703]","[179.237060546875, 164.766357421875]","[193.48309326171875, 135.15223693847656]","[213.0943603515625, 110.76213073730469]","[137.212890625, 125.95108032226562]","[133.8309326171875, 79.13321685791016]","[128.61355590820312, 51.973697662353516]","[121.3880615234375, 33.60194396972656]","[111.93529510498047, 137.57440185546875]","[99.04631042480469, 122.47433471679688]","[110.34281921386719, 153.20669555664062]","[117.77967071533203, 173.11851501464844]","[88.2109603881836, 151.42356872558594]","[75.6340560913086, 145.78712463378906]","[94.2381362915039, 177.77273559570312]","[106.08655548095703, 197.59613037109375]","[66.99870300292969, 164.35060119628906]","[62.21332931518555, 170.3544921875]","[78.41423034667969, 191.0751953125]","[88.94779205322266, 204.30007934570312]"
"[116.21406555175781, 220.58644104003906]","[156.83399963378906, 202.7078399658203]","[174.6187744140625, 161.4669189453125]","[190.18699645996094, 132.35130310058594]","[213.3570556640625, 107.13938903808594]","[131.26939392089844, 127.2533187866211]","[126.38288116455078, 82.83827209472656]","[121.06422424316406, 57.598758697509766]","[113.63018798828125, 38.926631927490234]","[108.37957763671875, 141.6856231689453]","[95.58479309082031, 123.43864440917969]","[108.74781799316406, 155.01136779785156]","[118.07498168945312, 176.32762145996094]","[86.33906555175781, 156.9228973388672]","[74.50907897949219, 146.19479370117188]","[93.28805541992188, 176.5005645751953]","[105.29267120361328, 196.59178161621094]","[66.80813598632812, 171.04380798339844]","[61.97222137451172, 171.3300018310547]","[77.93592834472656, 190.21762084960938]","[88.72721862792969, 203.46652221679688]"
"[123.20177459716797, 230.88880920410156]","[160.71775817871094, 214.0778350830078]","[178.93655395507812, 179.1198272705078]","[196.4615478515625, 151.64678955078125]","[216.33187866210938, 127.8978500366211]","[141.5335693359375, 142.0985107421875]","[139.35340881347656, 105.61991119384766]","[136.36827087402344, 79.26545715332031]","[132.92117309570312, 59.376461029052734]","[119.09278106689453, 154.21389770507812]","[112.40145111083984, 135.98822021484375]","[118.94953155517578, 166.0133819580078]","[123.53575134277344, 184.1007537841797]","[97.21414947509766, 166.314453125]","[90.51400756835938, 155.4490203857422]","[103.36700439453125, 184.44674682617188]","[110.76771545410156, 201.25869750976562]","[77.02893829345703, 176.6757049560547]","[77.21869659423828, 176.15292358398438]","[88.89643096923828, 196.65203857421875]","[96.00526428222656, 209.216796875]"
"[114.2950210571289, 206.90850830078125]","[157.87525939941406, 191.85987854003906]","[179.16690063476562, 150.85440063476562]","[195.16824340820312, 122.37940979003906]","[210.72720336914062, 100.19602966308594]","[133.0539093017578, 111.5419921875]","[127.85625457763672, 66.30232238769531]","[123.92595672607422, 40.914798736572266]","[117.97566223144531, 26.325002670288086]","[109.41800689697266, 125.80220031738281]","[98.45934295654297, 108.70795440673828]","[110.85176849365234, 144.12701416015625]","[119.65152740478516, 169.7440643310547]","[86.52574920654297, 140.4013671875]","[75.48379516601562, 134.29127502441406]","[97.54444885253906, 167.34536743164062]","[111.22322845458984, 188.27064514160156]","[66.74212646484375, 154.1848907470703]","[62.087825775146484, 161.25778198242188]","[81.48428344726562, 183.67063903808594]","[97.3421630859375, 198.78826904296875]"
"[116.05010986328125, 222.1292266845703]","[154.98060607910156, 205.01373291015625]","[175.49899291992188, 165.05825805664062]","[194.61123657226562, 137.979736328125]","[217.9429473876953, 115.73477935791016]","[134.29969787597656, 128.96751403808594]","[133.19500732421875, 88.14186096191406]","[130.08140563964844, 62.1635627746582]","[124.84500122070312, 42.158203125]","[111.09210205078125, 140.0127410888672]","[100.55134582519531, 124.97981262207031]","[111.64924621582031, 157.51148986816406]","[119.544189453125, 178.11940002441406]","[88.0384750366211, 153.61148071289062]","[76.87013244628906, 145.6754150390625]","[95.22193908691406, 177.1233367919922]","[106.92708587646484, 196.9072723388672]","[66.4281997680664, 167.39187622070312]","[62.94310760498047, 171.15093994140625]","[80.18582153320312, 192.4378204345703]","[90.5931625366211, 206.40455627441406]"
"[117.7690200805664, 222.50457763671875]","[159.33377075195312, 205.04116821289062]","[178.809326171875, 166.35897827148438]","[195.25753784179688, 138.86090087890625]","[215.37637329101562, 117.57587432861328]","[137.25067138671875, 129.08255004882812]","[133.2356414794922, 87.28856658935547]","[129.24746704101562, 60.818180084228516]","[124.22339630126953, 41.49050521850586]","[113.71627807617188, 141.3898468017578]","[103.09220886230469, 122.85799407958984]","[113.58767700195312, 154.27516174316406]","[121.23629760742188, 173.60926818847656]","[90.34234619140625, 155.5897979736328]","[78.56982421875, 145.8365020751953]","[96.72481536865234, 177.56190490722656]","[108.07583618164062, 195.97608947753906]","[68.5793228149414, 168.188720703125]","[63.93346405029297, 171.18331909179688]","[80.59639739990234, 192.014404296875]","[91.5143051147461, 205.1980743408203]"
"[119.14474487304688, 223.1803436279297]","[161.03778076171875, 206.55978393554688]","[182.03799438476562, 166.62246704101562]","[197.3351593017578, 136.70521545410156]","[217.1929473876953, 112.00238037109375]","[138.83616638183594, 129.96083068847656]","[132.22625732421875, 86.55308532714844]","[126.33629608154297, 57.89973449707031]","[119.79586029052734, 38.12852478027344]","[115.51531982421875, 142.93447875976562]","[101.82340240478516, 122.12800598144531]","[112.18467712402344, 152.47906494140625]","[120.10433197021484, 173.8567352294922]","[91.90065002441406, 157.58273315429688]","[76.3635482788086, 145.0909881591797]","[94.34923553466797, 176.21774291992188]","[107.03235626220703, 195.90220642089844]","[70.5155258178711, 170.725341796875]","[62.209739685058594, 172.1696319580078]","[78.6679916381836, 191.40919494628906]","[91.160888671875, 204.72669982910156]"
"[121.93616485595703, 217.79742431640625]","[164.97618103027344, 202.0223388671875]","[184.5333251953125, 161.35421752929688]","[199.93638610839844, 130.50808715820312]","[217.45835876464844, 108.01342010498047]","[140.36282348632812, 125.19493103027344]","[134.44105529785156, 79.61119842529297]","[129.25204467773438, 51.24323272705078]","[123.1325912475586, 32.19050598144531]","[116.78205108642578, 138.48670959472656]","[103.72490692138672, 115.86278533935547]","[113.23078918457031, 146.84413146972656]","[120.46630859375, 166.4518280029297]","[93.13864135742188, 153.7093963623047]","[79.5583267211914, 139.80039978027344]","[97.71955871582031, 170.64024353027344]","[109.69800567626953, 188.625732421875]","[71.45884704589844, 167.1056671142578]","[65.9643783569336, 167.61680603027344]","[83.08394622802734, 187.1006622314453]","[95.99284362792969, 200.0637664794922]"
"[124.10579681396484, 222.8196563720703]","[166.95440673828125, 203.72134399414062]","[188.10302734375, 165.15269470214844]","[205.8956298828125, 138.50436401367188]","[224.4592742919922, 116.38475036621094]","[148.72767639160156, 130.89303588867188]","[143.60816955566406, 87.3834228515625]","[142.8749542236328, 58.66946792602539]","[140.762939453125, 39.21412658691406]","[123.86100006103516, 141.9962615966797]","[113.1886978149414, 119.22049713134766]","[123.2479476928711, 152.53048706054688]","[128.4520721435547, 174.261962890625]","[99.53866577148438, 154.8197021484375]","[89.51874542236328, 138.4619140625]","[105.1125259399414, 170.6457061767578]","[113.50202941894531, 191.4396514892578]","[77.39495849609375, 166.67300415039062]","[72.75970458984375, 160.75384521484375]","[87.0770034790039, 182.4869384765625]","[95.7965087890625, 198.29107666015625]"
"[123.73368072509766, 225.36830139160156]","[165.52122497558594, 205.80313110351562]","[184.9457244873047, 165.98342895507812]","[202.6314697265625, 140.32305908203125]","[222.88560485839844, 118.10887908935547]","[145.97442626953125, 133.58457946777344]","[141.4143829345703, 91.53968811035156]","[139.45965576171875, 62.553260803222656]","[135.02134704589844, 40.9593620300293]","[120.37702941894531, 144.77066040039062]","[110.42538452148438, 121.96735382080078]","[121.65670013427734, 154.8882598876953]","[127.5578384399414, 174.35154724121094]","[95.94281768798828, 157.5364532470703]","[86.88007354736328, 143.0388946533203]","[104.11892700195312, 174.4233856201172]","[113.40277099609375, 192.58128356933594]","[73.46973419189453, 168.42454528808594]","[70.1643295288086, 164.47813415527344]","[85.36688995361328, 185.97007751464844]","[94.48971557617188, 200.3939971923828]"
"[129.75132751464844, 228.39804077148438]","[173.96395874023438, 208.15762329101562]","[191.7430419921875, 172.786865234375]","[205.52613830566406, 145.96600341796875]","[220.301025390625, 122.92625427246094]","[150.49160766601562, 139.0212860107422]","[143.50840759277344, 97.40096282958984]","[141.73890686035156, 70.1260986328125]","[138.55801391601562, 50.85568618774414]","[125.78308868408203, 149.99661254882812]","[117.74684143066406, 125.07038116455078]","[129.7216339111328, 154.11912536621094]","[135.207275390625, 173.90374755859375]","[101.82537078857422, 163.46470642089844]","[98.1352310180664, 144.96432495117188]","[114.59721374511719, 173.10935974121094]","[121.2584228515625, 191.56036376953125]","[80.65499114990234, 174.31687927246094]","[80.89794921875, 165.91615295410156]","[94.79218292236328, 187.0783233642578]","[100.15674591064453, 202.4882049560547]"
"[123.08193969726562, 227.96029663085938]","[165.58358764648438, 206.9606170654297]","[184.21914672851562, 171.46533203125]","[200.0699462890625, 146.1187286376953]","[218.01571655273438, 126.8183364868164]","[141.77122497558594, 139.00653076171875]","[135.0125732421875, 98.89913177490234]","[131.891845703125, 71.24586486816406]","[127.2007064819336, 51.647987365722656]","[117.17086029052734, 150.27841186523438]","[108.84705352783203, 126.20025634765625]","[121.5418701171875, 154.83145141601562]","[130.57249450683594, 174.98532104492188]","[94.17625427246094, 163.7174072265625]","[89.85894775390625, 144.5845184326172]","[105.5601806640625, 173.13800048828125]","[113.59800720214844, 192.90415954589844]","[74.02832794189453, 175.33763122558594]","[73.04573822021484, 166.84791564941406]","[86.63880920410156, 186.80145263671875]","[94.53694152832031, 202.877685546875]"
"[120.31593322753906, 221.23974609375]","[163.2930908203125, 202.45614624023438]","[185.5357208251953, 167.60189819335938]","[203.93441772460938, 141.3944091796875]","[222.66554260253906, 119.32672119140625]","[143.14402770996094, 127.26974487304688]","[140.24302673339844, 83.67597198486328]","[139.83212280273438, 56.72797393798828]","[137.9158935546875, 37.467960357666016]","[116.74732971191406, 136.78741455078125]","[109.73323822021484, 115.43006896972656]","[118.79240417480469, 149.29525756835938]","[123.66724395751953, 170.1603546142578]","[92.06062316894531, 149.536376953125]","[85.00949096679688, 133.7743377685547]","[101.2593002319336, 164.96255493164062]","[110.10313415527344, 184.61280822753906]","[70.46125030517578, 161.67196655273438]","[70.84142303466797, 157.24298095703125]","[87.7899169921875, 179.19735717773438]","[97.38704681396484, 195.02955627441406]"
"[123.67671203613281, 226.1572723388672]","[166.2408447265625, 206.6272430419922]","[187.16722106933594, 177.60606384277344]","[205.8116455078125, 152.7239532470703]","[224.18521118164062, 130.1090545654297]","[143.75869750976562, 136.91392517089844]","[142.53492736816406, 99.71510314941406]","[141.7118682861328, 71.78059387207031]","[139.2108612060547, 51.77075958251953]","[119.1610107421875, 148.2248992919922]","[111.19732666015625, 124.48016357421875]","[121.67569732666016, 149.57484436035156]","[128.41732788085938, 170.07826232910156]","[97.370361328125, 161.1767120361328]","[88.2041015625, 143.28207397460938]","[105.59963989257812, 169.33285522460938]","[116.10578918457031, 190.25010681152344]","[78.14119720458984, 172.0671844482422]","[73.21150207519531, 165.70425415039062]","[89.48518371582031, 184.98939514160156]","[99.57664489746094, 201.67381286621094]"
"[116.54917907714844, 221.46498107910156]","[159.25205993652344, 203.46116638183594]","[181.10301208496094, 172.71490478515625]","[199.08883666992188, 148.03431701660156]","[216.5191192626953, 125.79644775390625]","[136.89537048339844, 130.5619354248047]","[136.57058715820312, 91.13408660888672]","[134.89031982421875, 64.1246109008789]","[131.98226928710938, 43.7816276550293]","[111.79886627197266, 140.72654724121094]","[106.81241607666016, 117.39449310302734]","[115.42210388183594, 146.71774291992188]","[120.51901245117188, 168.2754669189453]","[88.6757583618164, 153.10614013671875]","[82.49849700927734, 135.96932983398438]","[98.87861633300781, 164.94155883789062]","[108.63087463378906, 186.29559326171875]","[67.80052947998047, 164.3447723388672]","[68.32545471191406, 160.14154052734375]","[84.22317504882812, 182.128173828125]","[93.54497528076172, 199.89849853515625]"
"[121.03887939453125, 221.61439514160156]","[163.69895935058594, 201.56446838378906]","[185.14501953125, 171.16920471191406]","[204.52210998535156, 146.95928955078125]","[223.4091796875, 127.34307861328125]","[143.7064971923828, 132.86366271972656]","[142.19100952148438, 94.08995056152344]","[141.40773010253906, 66.5406494140625]","[139.1929931640625, 44.762577056884766]","[118.9496841430664, 143.724853515625]","[111.34390258789062, 119.1141586303711]","[120.42213439941406, 147.82101440429688]","[125.80908203125, 167.39224243164062]","[96.33605194091797, 156.0241241455078]","[88.5023422241211, 137.56454467773438]","[104.32450103759766, 165.67483520507812]","[112.87360382080078, 185.12353515625]","[76.05706787109375, 166.35382080078125]","[73.67288208007812, 159.16885375976562]","[88.10984802246094, 180.08349609375]","[95.03553771972656, 196.79690551757812]"
"[121.00230407714844, 220.27206420898438]","[166.7127227783203, 198.99134826660156]","[189.15748596191406, 170.7856903076172]","[208.6613311767578, 148.18516540527344]","[227.0059356689453, 125.66902160644531]","[148.51922607421875, 127.12055206298828]","[147.68873596191406, 88.70869445800781]","[149.9114532470703, 62.002017974853516]","[150.31146240234375, 41.9331169128418]","[122.68561553955078, 138.20620727539062]","[117.88545989990234, 114.96439361572266]","[126.28551483154297, 147.35340881347656]","[129.44227600097656, 167.33103942871094]","[99.12512969970703, 150.10980224609375]","[95.56975555419922, 131.80374145507812]","[109.25853729248047, 161.78150939941406]","[115.50115203857422, 180.83033752441406]","[77.4652099609375, 160.10498046875]","[79.2050552368164, 152.1471710205078]","[92.7242202758789, 174.98057556152344]","[99.63671875, 192.180908203125]"
"[122.40632629394531, 224.68081665039062]","[164.24746704101562, 203.08184814453125]","[184.73031616210938, 174.77061462402344]","[204.63377380371094, 149.73342895507812]","[223.35121154785156, 127.68047332763672]","[146.1610870361328, 133.88491821289062]","[145.17929077148438, 95.98920440673828]","[145.8711700439453, 67.80908966064453]","[145.369873046875, 46.51729202270508]","[121.55937194824219, 144.37144470214844]","[114.38763427734375, 120.47855377197266]","[122.89837646484375, 148.94171142578125]","[128.06785583496094, 169.040283203125]","[99.20442199707031, 156.4878692626953]","[91.17139434814453, 138.00694274902344]","[105.83332061767578, 165.6522216796875]","[114.12067413330078, 186.63771057128906]","[79.02528381347656, 166.6566162109375]","[75.70469665527344, 156.5999298095703]","[89.72246551513672, 176.7919921875]","[98.08562469482422, 194.77455139160156]"
"[122.9410629272461, 224.4396209716797]","[167.85537719726562, 202.57603454589844]","[188.74456787109375, 175.0608367919922]","[207.67984008789062, 149.52792358398438]","[224.71401977539062, 125.59745788574219]","[146.2455596923828, 136.55450439453125]","[145.3878631591797, 98.65258026123047]","[146.28717041015625, 69.79376220703125]","[146.1798858642578, 48.65940475463867]","[122.57752227783203, 146.80078125]","[116.61273956298828, 120.92466735839844]","[125.13895416259766, 147.42140197753906]","[129.37533569335938, 165.9293975830078]","[100.28580474853516, 158.15521240234375]","[94.47440338134766, 138.38380432128906]","[108.10028839111328, 165.0882110595703]","[114.05007934570312, 184.25039672851562]","[80.4728775024414, 167.59487915039062]","[79.40191650390625, 157.6863250732422]","[92.29908752441406, 178.1973419189453]","[98.2349853515625, 195.5263214111328]"
"[119.88462829589844, 226.27471923828125]","[162.275146484375, 207.84349060058594]","[182.50418090820312, 175.1891632080078]","[199.41195678710938, 147.80776977539062]","[215.8948974609375, 125.60810089111328]","[140.08950805664062, 135.70431518554688]","[137.35223388671875, 96.45623016357422]","[134.90289306640625, 68.25785827636719]","[131.5782470703125, 47.943119049072266]","[114.68342590332031, 145.36607360839844]","[110.11519622802734, 124.49406433105469]","[120.27074432373047, 154.22560119628906]","[126.9520492553711, 175.88677978515625]","[91.59291076660156, 158.30784606933594]","[87.14677429199219, 142.31219482421875]","[102.54740905761719, 170.2415008544922]","[111.56536102294922, 190.83883666992188]","[71.634033203125, 170.11880493164062]","[71.09867858886719, 164.28990173339844]","[85.53828430175781, 183.33941650390625]","[94.15744018554688, 199.1538543701172]"
