point_0,point_1,point_2,point_3,point_4,point_5,point_6,point_7,point_8,point_9,point_10,point_11,point_12,point_13,point_14,point_15,point_16,point_17,point_18,point_19,point_20
"[122.49481201171875, 226.70291137695312]","[167.3317413330078, 203.92987060546875]","[178.87588500976562, 167.533203125]","[178.50216674804688, 127.05216217041016]","[181.5669403076172, 84.54281616210938]","[153.10629272460938, 136.26651000976562]","[152.90933227539062, 116.05437469482422]","[151.78445434570312, 139.0410614013672]","[150.1932373046875, 154.19796752929688]","[124.10475158691406, 139.03761291503906]","[131.39710998535156, 129.4650115966797]","[135.03573608398438, 160.1505889892578]","[132.7312774658203, 182.03138732910156]","[99.70925903320312, 142.9913330078125]","[109.66510009765625, 134.4458770751953]","[113.97940063476562, 165.43795776367188]","[114.1260757446289, 186.3020477294922]","[77.87771606445312, 145.68682861328125]","[85.63550567626953, 137.101318359375]","[88.296875, 161.49769592285156]","[86.38995361328125, 181.06971740722656]"
"[115.66156005859375, 227.74575805664062]","[159.19520568847656, 199.39401245117188]","[176.08445739746094, 164.72897338867188]","[180.10736083984375, 127.65299987792969]","[190.1131134033203, 89.57235717773438]","[153.82955932617188, 131.13584899902344]","[144.34005737304688, 107.61125946044922]","[142.6920166015625, 131.0692901611328]","[144.31524658203125, 145.85232543945312]","[123.41336822509766, 136.45877075195312]","[123.69178009033203, 120.75985717773438]","[124.54329681396484, 150.66525268554688]","[121.7918472290039, 172.77264404296875]","[97.69376373291016, 143.4360809326172]","[100.48773956298828, 132.06887817382812]","[100.82780456542969, 160.51882934570312]","[98.86654663085938, 180.8045654296875]","[74.19737243652344, 149.44915771484375]","[76.3658676147461, 138.40750122070312]","[77.52011108398438, 160.26055908203125]","[74.55097961425781, 178.59361267089844]"
"[131.78717041015625, 230.20706176757812]","[169.92782592773438, 202.07119750976562]","[183.88636779785156, 162.5414276123047]","[188.611083984375, 126.33563995361328]","[200.28810119628906, 85.92109680175781]","[158.44883728027344, 136.4663848876953]","[148.82884216308594, 107.53783416748047]","[146.83226013183594, 129.94200134277344]","[148.42723083496094, 150.10581970214844]","[128.11036682128906, 141.63853454589844]","[121.94011688232422, 123.37885284423828]","[126.93810272216797, 153.03070068359375]","[130.68043518066406, 180.26425170898438]","[101.3352279663086, 151.70143127441406]","[95.90982818603516, 131.99891662597656]","[101.43890380859375, 161.2047576904297]","[107.66741180419922, 188.89012145996094]","[78.15526580810547, 163.17727661132812]","[71.2792739868164, 147.0231170654297]","[74.87696075439453, 167.78585815429688]","[78.8642807006836, 191.9851837158203]"
"[122.21211242675781, 225.3579864501953]","[164.5035858154297, 202.4752655029297]","[179.12796020507812, 160.9077606201172]","[182.7145233154297, 122.8240966796875]","[194.30775451660156, 87.87065887451172]","[145.53184509277344, 131.98614501953125]","[135.83888244628906, 109.42005157470703]","[136.6127471923828, 133.51316833496094]","[137.91696166992188, 155.5716552734375]","[114.45336151123047, 139.1715545654297]","[110.0936508178711, 124.2253646850586]","[118.06488037109375, 157.22195434570312]","[121.1308364868164, 184.09158325195312]","[88.35751342773438, 150.3321075439453]","[85.16163635253906, 135.88133239746094]","[94.26480865478516, 164.88046264648438]","[100.07512664794922, 190.20211791992188]","[67.08697509765625, 163.87867736816406]","[60.70198059082031, 151.6278076171875]","[68.84091186523438, 172.07687377929688]","[74.32154083251953, 193.95843505859375]"
"[130.2115936279297, 232.701904296875]","[166.90931701660156, 198.8866729736328]","[176.622802734375, 163.27830505371094]","[178.3144989013672, 127.05658721923828]","[186.31256103515625, 93.45864868164062]","[155.99343872070312, 146.3191680908203]","[144.88009643554688, 117.21162414550781]","[142.05616760253906, 124.01978302001953]","[143.302734375, 133.2978973388672]","[129.11978149414062, 153.6822967529297]","[120.21769714355469, 132.8594512939453]","[124.25981140136719, 154.67494201660156]","[126.71582794189453, 176.6954345703125]","[104.83740234375, 163.8216094970703]","[94.9939956665039, 144.79388427734375]","[102.0954360961914, 165.1480255126953]","[108.66610717773438, 183.86570739746094]","[80.83248138427734, 172.0938720703125]","[69.64582061767578, 158.25897216796875]","[74.2273178100586, 172.48631286621094]","[80.04578399658203, 188.42733764648438]"
"[120.35302734375, 225.63241577148438]","[159.92904663085938, 201.92898559570312]","[172.77032470703125, 170.1418914794922]","[170.84921264648438, 132.26901245117188]","[175.10975646972656, 95.82111358642578]","[151.0507049560547, 136.86483764648438]","[138.63571166992188, 115.96125030517578]","[136.9676055908203, 126.0731430053711]","[137.7589874267578, 136.04660034179688]","[122.45672607421875, 143.63307189941406]","[112.86062622070312, 137.4029541015625]","[117.09123992919922, 162.58775329589844]","[118.72179412841797, 185.8234405517578]","[95.83646392822266, 153.43084716796875]","[90.48603057861328, 152.14166259765625]","[97.29885864257812, 177.15782165527344]","[101.40393829345703, 194.4669952392578]","[70.87638854980469, 162.65386962890625]","[69.44915771484375, 162.69808959960938]","[73.77873992919922, 182.8167724609375]","[75.83193969726562, 199.16917419433594]"
"[123.82035064697266, 232.46481323242188]","[164.45904541015625, 208.06292724609375]","[178.93165588378906, 173.97776794433594]","[180.7108917236328, 134.29087829589844]","[181.16238403320312, 98.36270904541016]","[152.959716796875, 137.34445190429688]","[155.4425506591797, 111.06080627441406]","[156.97775268554688, 128.08251953125]","[156.60227966308594, 142.29176330566406]","[125.25208282470703, 140.49708557128906]","[129.04112243652344, 124.54094696044922]","[136.23109436035156, 161.43934631347656]","[135.59405517578125, 189.3345489501953]","[100.87379455566406, 146.72879028320312]","[105.290283203125, 133.9756317138672]","[114.7679214477539, 167.66329956054688]","[117.21224212646484, 193.16070556640625]","[78.15739440917969, 152.62303161621094]","[79.74481964111328, 144.16983032226562]","[86.47335815429688, 171.65249633789062]","[89.2344970703125, 194.33155822753906]"
"[120.4540023803711, 231.4536590576172]","[165.28244018554688, 209.16558837890625]","[179.61068725585938, 176.044921875]","[179.81471252441406, 138.76893615722656]","[180.92088317871094, 102.99427795410156]","[155.72518920898438, 134.04640197753906]","[159.5572509765625, 112.32316589355469]","[160.4048309326172, 129.09982299804688]","[158.75704956054688, 142.3012237548828]","[125.44483184814453, 138.02845764160156]","[131.5937957763672, 129.03175354003906]","[139.98622131347656, 166.95089721679688]","[140.1256103515625, 197.1126708984375]","[99.7711181640625, 146.54296875]","[106.4841537475586, 140.21627807617188]","[116.1466064453125, 175.05520629882812]","[119.32257843017578, 202.74649047851562]","[74.65325927734375, 153.65277099609375]","[77.73410034179688, 150.17266845703125]","[85.21510314941406, 177.93295288085938]","[88.00816345214844, 201.14564514160156]"
"[115.2557144165039, 227.5410614013672]","[163.91775512695312, 202.54684448242188]","[183.12110900878906, 159.18203735351562]","[182.70516967773438, 115.0499038696289]","[183.3654022216797, 70.20209503173828]","[154.73497009277344, 104.78089904785156]","[155.1296844482422, 90.86338806152344]","[155.40110778808594, 121.09413146972656]","[152.73304748535156, 144.94207763671875]","[119.24703979492188, 111.87498474121094]","[121.74976348876953, 106.1086654663086]","[128.8947296142578, 151.6447296142578]","[127.44781494140625, 185.0000457763672]","[88.98513793945312, 125.05101013183594]","[92.66209411621094, 125.81898498535156]","[101.54224395751953, 167.90106201171875]","[102.67070007324219, 197.39019775390625]","[60.24623489379883, 141.03829956054688]","[60.707218170166016, 137.30709838867188]","[67.06493377685547, 166.10659790039062]","[66.31580352783203, 190.37132263183594]"
"[126.27355194091797, 229.53965759277344]","[169.9436492919922, 210.7203369140625]","[177.80068969726562, 182.16796875]","[178.68289184570312, 152.72731018066406]","[180.2960205078125, 118.01118469238281]","[156.641845703125, 133.2365264892578]","[159.42559814453125, 125.36638641357422]","[163.6102294921875, 136.25042724609375]","[167.95721435546875, 141.803955078125]","[127.17656707763672, 137.7445526123047]","[137.18348693847656, 146.51748657226562]","[148.25860595703125, 177.52957153320312]","[149.27198791503906, 200.58848571777344]","[103.94195556640625, 148.52146911621094]","[111.39153289794922, 156.89205932617188]","[123.01190185546875, 186.16993713378906]","[128.54510498046875, 209.31060791015625]","[81.47552490234375, 159.80514526367188]","[86.13446044921875, 161.60105895996094]","[89.96208190917969, 177.20355224609375]","[87.5671157836914, 190.10421752929688]"
"[123.73348236083984, 236.69178771972656]","[167.3338623046875, 214.68560791015625]","[176.34280395507812, 181.35072326660156]","[177.9541778564453, 151.1234130859375]","[181.68553161621094, 119.99419403076172]","[155.56407165527344, 138.94180297851562]","[168.345947265625, 125.55111694335938]","[169.86996459960938, 151.62060546875]","[167.67861938476562, 169.8045196533203]","[127.76177978515625, 132.8812255859375]","[143.12548828125, 122.7151870727539]","[148.2552032470703, 160.77264404296875]","[145.87518310546875, 188.11370849609375]","[104.88113403320312, 135.7675018310547]","[116.68098449707031, 122.97008514404297]","[121.10491180419922, 164.12855529785156]","[122.29566955566406, 194.19288635253906]","[82.43065643310547, 141.711669921875]","[84.55439758300781, 130.3091278076172]","[87.62190246582031, 159.43397521972656]","[86.10874938964844, 183.5457305908203]"
"[111.20951843261719, 231.2803192138672]","[163.99749755859375, 211.37594604492188]","[182.50328063964844, 168.3585205078125]","[186.05514526367188, 123.5430908203125]","[188.50607299804688, 80.07422637939453]","[152.94451904296875, 118.80204010009766]","[155.90382385253906, 95.37002563476562]","[157.40145874023438, 125.88086700439453]","[158.98915100097656, 158.6075439453125]","[114.92254638671875, 117.59965515136719]","[124.60223388671875, 102.51966094970703]","[129.9397735595703, 145.54171752929688]","[129.99192810058594, 185.81883239746094]","[83.44468688964844, 125.13721466064453]","[90.44427490234375, 115.1062240600586]","[96.77922821044922, 159.50181579589844]","[101.06875610351562, 196.64901733398438]","[55.11305236816406, 137.08470153808594]","[54.094173431396484, 128.4110870361328]","[59.849998474121094, 162.16725158691406]","[62.78874206542969, 195.10336303710938]"
"[110.21048736572266, 236.58969116210938]","[161.82518005371094, 216.06988525390625]","[177.51113891601562, 172.3236083984375]","[181.96807861328125, 128.3622589111328]","[189.8531951904297, 85.68915557861328]","[149.43661499023438, 126.68899536132812]","[152.88812255859375, 103.14170837402344]","[156.02935791015625, 122.48593139648438]","[157.0836181640625, 144.00009155273438]","[115.25413513183594, 127.3044204711914]","[121.99474334716797, 109.32560729980469]","[128.17483520507812, 149.28541564941406]","[126.77088928222656, 188.4415283203125]","[86.57052612304688, 135.40782165527344]","[90.98654174804688, 123.9771728515625]","[99.38139343261719, 166.2252197265625]","[103.20667266845703, 201.1197052001953]","[59.67742156982422, 147.02471923828125]","[56.49128341674805, 137.4388427734375]","[62.802703857421875, 167.71800231933594]","[66.9305648803711, 196.99752807617188]"
"[110.8528060913086, 238.39096069335938]","[160.36834716796875, 217.0061492919922]","[174.53977966308594, 181.80609130859375]","[178.54437255859375, 145.98301696777344]","[181.4359893798828, 105.43255615234375]","[145.52639770507812, 142.30267333984375]","[156.1782684326172, 117.08313751220703]","[158.8476104736328, 134.20018005371094]","[157.71282958984375, 151.4205322265625]","[112.25675201416016, 138.88023376464844]","[127.66157531738281, 122.14598083496094]","[132.25311279296875, 153.81045532226562]","[130.58384704589844, 184.59494018554688]","[85.37210845947266, 144.75587463378906]","[95.90828704833984, 130.93463134765625]","[97.2109603881836, 167.58555603027344]","[99.29829406738281, 197.48995971679688]","[59.70930480957031, 153.1161651611328]","[62.69493865966797, 143.74542236328125]","[65.4532699584961, 169.11683654785156]","[67.3481216430664, 192.31568908691406]"
"[110.87255096435547, 233.58935546875]","[162.06854248046875, 215.8619384765625]","[180.8054962158203, 175.82586669921875]","[184.88943481445312, 134.1393585205078]","[188.74600219726562, 90.13695526123047]","[154.51759338378906, 128.68150329589844]","[159.9132537841797, 106.33000183105469]","[158.90379333496094, 129.17967224121094]","[155.5747833251953, 152.1344757080078]","[116.35069274902344, 123.47103118896484]","[128.9219512939453, 110.47354125976562]","[130.17086791992188, 149.6475067138672]","[125.86185455322266, 184.9847869873047]","[85.59568786621094, 128.7298126220703]","[91.45668029785156, 118.06295776367188]","[90.64995574951172, 159.4901123046875]","[90.9183349609375, 194.5230255126953]","[57.22702407836914, 140.37966918945312]","[54.379276275634766, 129.1133270263672]","[56.24000549316406, 156.8097686767578]","[58.98279571533203, 185.20138549804688]"
"[113.47565460205078, 226.7953338623047]","[163.4500732421875, 209.23345947265625]","[181.3110809326172, 178.56826782226562]","[179.07473754882812, 146.4691619873047]","[175.10728454589844, 109.8769760131836]","[157.87953186035156, 144.21127319335938]","[165.93045043945312, 129.64608764648438]","[161.1437225341797, 136.35484313964844]","[155.57748413085938, 142.16336059570312]","[121.6490249633789, 137.1204833984375]","[132.69203186035156, 134.2257843017578]","[131.93551635742188, 158.60226440429688]","[126.02444458007812, 184.94142150878906]","[91.55670928955078, 141.7564697265625]","[96.9478759765625, 139.48333740234375]","[96.13347625732422, 170.16632080078125]","[96.30347442626953, 199.4453582763672]","[63.11922073364258, 150.96786499023438]","[59.56019592285156, 144.22264099121094]","[61.20408248901367, 166.63356018066406]","[63.51689910888672, 190.63613891601562]"
"[118.97498321533203, 221.9063720703125]","[155.11138916015625, 213.90841674804688]","[167.05445861816406, 196.86070251464844]","[169.40463256835938, 169.8314666748047]","[175.03013610839844, 136.04006958007812]","[144.74803161621094, 151.4378662109375]","[144.27842712402344, 150.7614288330078]","[143.03485107421875, 171.69110107421875]","[142.4333953857422, 177.0328369140625]","[120.8906478881836, 143.77406311035156]","[128.05648803710938, 159.87171936035156]","[130.6617431640625, 190.1889190673828]","[127.467041015625, 206.77102661132812]","[104.46643829345703, 144.35145568847656]","[111.59428405761719, 153.7015838623047]","[112.8262939453125, 185.07501220703125]","[114.16481018066406, 206.46580505371094]","[89.08627319335938, 145.83946228027344]","[91.53009033203125, 141.64784240722656]","[94.83822631835938, 154.35565185546875]","[97.86519622802734, 166.2671356201172]"
"[114.47756958007812, 234.96966552734375]","[161.2713623046875, 213.03268432617188]","[179.7805938720703, 181.6954803466797]","[183.8361053466797, 143.68594360351562]","[192.345458984375, 105.74378967285156]","[151.85302734375, 135.7115936279297]","[155.4154052734375, 124.05229949951172]","[152.62637329101562, 144.04721069335938]","[148.62112426757812, 154.74801635742188]","[121.74671936035156, 137.69097900390625]","[131.94976806640625, 133.47166442871094]","[134.5812225341797, 168.30557250976562]","[130.55374145507812, 193.23757934570312]","[96.81320190429688, 144.05897521972656]","[104.71366119384766, 141.08580017089844]","[109.60225677490234, 174.6485595703125]","[110.44524383544922, 198.51922607421875]","[71.44947052001953, 150.27423095703125]","[74.0141372680664, 147.59136962890625]","[80.00196075439453, 174.7625732421875]","[82.02063751220703, 196.3338165283203]"
"[120.87242126464844, 235.53562927246094]","[165.70945739746094, 207.6395721435547]","[182.385009765625, 172.65106201171875]","[186.64137268066406, 131.1031951904297]","[195.01153564453125, 92.16714477539062]","[151.8493194580078, 142.04205322265625]","[151.84910583496094, 116.66496276855469]","[151.19949340820312, 137.80931091308594]","[146.28404235839844, 149.92018127441406]","[120.96688079833984, 147.40325927734375]","[126.84529113769531, 127.7850341796875]","[132.39993286132812, 156.77088928222656]","[129.8922119140625, 178.78311157226562]","[94.92047119140625, 153.66531372070312]","[101.55278778076172, 139.09683227539062]","[110.24881744384766, 167.165771484375]","[111.71546936035156, 187.39932250976562]","[71.21263885498047, 159.6510772705078]","[73.68366241455078, 148.4684600830078]","[79.82169342041016, 170.93875122070312]","[81.65202331542969, 191.12147521972656]"
"[123.43241119384766, 231.57229614257812]","[165.35267639160156, 202.58416748046875]","[179.03692626953125, 167.27297973632812]","[177.79025268554688, 129.4520721435547]","[176.01373291015625, 94.00102996826172]","[149.88853454589844, 141.1905975341797]","[148.48712158203125, 107.67823791503906]","[146.89373779296875, 135.28350830078125]","[141.85321044921875, 152.93902587890625]","[122.60052490234375, 146.408203125]","[122.39762878417969, 115.98287963867188]","[127.69285583496094, 152.11398315429688]","[125.36804962158203, 180.2949676513672]","[97.86292266845703, 152.73248291015625]","[96.85517120361328, 127.01720428466797]","[106.71028137207031, 161.97348022460938]","[110.60820770263672, 189.2497100830078]","[75.40938568115234, 158.93385314941406]","[72.45792388916016, 138.42320251464844]","[82.31243133544922, 164.63180541992188]","[87.50387573242188, 188.91641235351562]"
"[123.8528060913086, 229.18930053710938]","[162.8034210205078, 201.53976440429688]","[176.0693817138672, 161.1326141357422]","[177.53622436523438, 119.96196746826172]","[177.5118408203125, 80.56057739257812]","[148.46533203125, 131.65902709960938]","[152.22242736816406, 97.55108642578125]","[154.47886657714844, 119.36978912353516]","[147.32229614257812, 138.95626831054688]","[121.63533020019531, 134.6283721923828]","[130.27467346191406, 107.19693756103516]","[137.90298461914062, 144.42047119140625]","[131.6686248779297, 176.01220703125]","[97.04080963134766, 141.0284423828125]","[103.98486328125, 117.15804290771484]","[114.17813110351562, 154.77542114257812]","[112.10182189941406, 185.8834228515625]","[74.38665008544922, 148.80909729003906]","[77.1218490600586, 130.53836059570312]","[86.38224792480469, 157.8070068359375]","[85.27278900146484, 183.14210510253906]"
"[115.722900390625, 232.37339782714844]","[161.11093139648438, 205.93533325195312]","[179.5208282470703, 171.33197021484375]","[181.84432983398438, 128.00634765625]","[180.5176544189453, 86.96778869628906]","[148.82652282714844, 143.09486389160156]","[152.3448944091797, 106.73439025878906]","[153.63131713867188, 129.14764404296875]","[150.08795166015625, 147.69204711914062]","[119.29254150390625, 144.3485565185547]","[129.94297790527344, 112.35315704345703]","[132.7240753173828, 144.3280487060547]","[127.72895812988281, 174.6561737060547]","[94.28243255615234, 145.17393493652344]","[105.12530517578125, 122.226806640625]","[110.1966552734375, 154.76063537597656]","[108.17681121826172, 184.050537109375]","[71.50949096679688, 146.4169158935547]","[77.67608642578125, 128.04196166992188]","[83.24986267089844, 154.2200927734375]","[83.61862182617188, 181.5626220703125]"
